Serial Number:20506767 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Button Down","Host Connect","EOF"
2019-06-03 12:45:00,40.71,43.71,25.97, , , 
2019-06-03 13:00:00,40.24,44.78,25.95, , , 
2019-06-03 13:15:00,38.86,47.30,25.64, , , 
2019-06-03 13:30:00,40.19,48.01,27.10, , , 
2019-06-03 13:45:00,41.57,42.67,26.33, , , 
2019-06-03 14:00:00,42.47,43.42,27.43, , , 
2019-06-03 14:15:00,41.52,42.18,26.10, , , 
2019-06-03 14:30:00,38.95,44.59,24.72, , , 
2019-06-03 14:45:00,37.45,47.94,24.58, , , 
2019-06-03 15:00:00,36.93,48.61,24.34, , , 
2019-06-03 15:15:00,36.08,52.78,24.93, , , 
2019-06-03 15:30:00,36.72,50.94,24.93, , , 
2019-06-03 15:45:00,35.56,52.15,24.26, , , 
2019-06-03 16:00:00,34.02,57.60,24.49, , , 
2019-06-03 16:15:00,33.03,60.54,24.40, , , 
2019-06-03 16:30:00,32.26,61.19,23.85, , , 
2019-06-03 16:45:00,32.34,61.95,24.14, , , 
2019-06-03 17:00:00,31.92,63.63,24.18, , , 
2019-06-03 17:15:00,31.44,64.03,23.84, , , 
2019-06-03 17:30:00,31.01,65.94,23.93, , , 
2019-06-03 17:45:00,30.24,67.66,23.62, , , 
2019-06-03 18:00:00,29.56,69.96,23.52, , , 
2019-06-03 18:15:00,29.13,72.33,23.66, , , 
2019-06-03 18:30:00,28.57,73.66,23.43, , , 
2019-06-03 18:45:00,28.31,72.10,22.83, , , 
2019-06-03 19:00:00,26.85,82.27,23.60, , , 
2019-06-03 19:15:00,26.47,81.68,23.11, , , 
2019-06-03 19:30:00,26.21,82.45,23.01, , , 
2019-06-03 19:45:00,26.08,82.10,22.82, , , 
2019-06-03 20:00:00,25.95,83.75,23.02, , , 
2019-06-03 20:15:00,25.99,85.10,23.33, , , 
2019-06-03 20:30:00,25.99,85.69,23.44, , , 
2019-06-03 20:45:00,25.99,86.62,23.62, , , 
2019-06-03 21:00:00,26.04,86.03,23.55, , , 
2019-06-03 21:15:00,26.04,85.72,23.49, , , 
2019-06-03 21:30:00,25.95,85.24,23.31, , , 
2019-06-03 21:45:00,25.82,86.45,23.42, , , 
2019-06-03 22:00:00,25.78,87.43,23.56, , , 
2019-06-03 22:15:00,25.69,87.43,23.48, , , 
2019-06-03 22:30:00,25.65,87.31,23.41, , , 
2019-06-03 22:45:00,25.61,87.87,23.48, , , 
2019-06-03 23:00:00,25.57,87.73,23.41, , , 
2019-06-03 23:15:00,25.61,87.43,23.39, , , 
2019-06-03 23:30:00,25.57,87.84,23.43, , , 
2019-06-03 23:45:00,25.61,88.20,23.54, , , 
2019-06-04 00:00:00,25.69,88.20,23.63, , , 
2019-06-04 00:15:00,25.78,88.23,23.72, , , 
2019-06-04 00:30:00,25.82,87.34,23.59, , , 
2019-06-04 00:45:00,25.91,87.48,23.70, , , 
2019-06-04 01:00:00,26.04,87.40,23.81, , , 
2019-06-04 01:15:00,26.08,86.95,23.77, , , 
2019-06-04 01:30:00,26.12,86.62,23.75, , , 
2019-06-04 01:45:00,25.99,87.06,23.70, , , 
2019-06-04 02:00:00,25.91,87.34,23.67, , , 
2019-06-04 02:15:00,25.95,88.26,23.89, , , 
2019-06-04 02:30:00,25.95,87.93,23.83, , , 
2019-06-04 02:45:00,25.99,87.51,23.79, , , 
2019-06-04 03:00:00,25.99,87.51,23.79, , , 
2019-06-04 03:15:00,25.87,87.93,23.74, , , 
2019-06-04 03:30:00,25.74,88.20,23.67, , , 
2019-06-04 03:45:00,25.74,88.23,23.67, , , 
2019-06-04 04:00:00,25.74,88.34,23.69, , , 
2019-06-04 04:15:00,25.78,88.34,23.74, , , 
2019-06-04 04:30:00,25.82,88.32,23.77, , , 
2019-06-04 04:45:00,25.69,88.20,23.63, , , 
2019-06-04 05:00:00,25.74,88.65,23.75, , , 
2019-06-04 05:15:00,25.69,88.65,23.71, , , 
2019-06-04 05:30:00,25.69,89.09,23.79, , , 
2019-06-04 05:45:00,25.82,88.79,23.86, , , 
2019-06-04 06:00:00,25.95,88.29,23.90, , , 
2019-06-04 06:15:00,26.17,88.32,24.11, , , 
2019-06-04 06:30:00,26.55,87.15,24.27, , , 
2019-06-04 06:45:00,27.67,83.66,24.68, , , 
2019-06-04 07:00:00,28.65,81.22,25.15, , , 
2019-06-04 07:15:00,28.95,79.82,25.15, , , 
2019-06-04 07:30:00,29.68,79.10,25.70, , , 
2019-06-04 07:45:00,30.67,76.00,25.98, , , 
2019-06-04 08:00:00,31.92,69.90,25.76, , , 
2019-06-04 08:15:00,31.92,68.89,25.52, , , 
2019-06-04 08:30:00,31.44,70.85,25.54, , , 
2019-06-04 08:45:00,31.27,71.21,25.46, , , 
2019-06-04 09:00:00,33.50,67.12,26.59, , , 
2019-06-04 09:15:00,34.83,61.83,26.45, , , 
2019-06-04 09:30:00,35.73,61.22,27.13, , , 
2019-06-04 09:45:00,35.73,59.40,26.61, , , 
2019-06-04 10:00:00,36.63,55.92,26.43, , , 
2019-06-04 10:15:00,37.41,56.04,27.18, , , 
2019-06-04 10:30:00,38.78,51.29,26.93, , , 
2019-06-04 10:45:00,38.52,52.30,27.03, , , 
2019-06-04 11:00:00,39.12,51.07,27.17, , , 
2019-06-04 11:15:00,38.61,51.26,26.77, , , 
2019-06-04 11:30:00,39.77,48.42,26.85, , , 
2019-06-04 11:45:00,39.81,49.76,27.36, , , 
2019-06-04 12:00:00,40.32,47.24,26.94, , , 
2019-06-04 12:15:00,40.15,49.35,27.53, , , 
2019-06-04 12:30:00,39.81,48.49,26.92, , , 
2019-06-04 12:45:00,40.88,49.16,28.13, , , 
2019-06-04 13:00:00,41.61,42.93,26.47, , , 
2019-06-04 13:15:00,43.24,38.51,26.07, , , 
2019-06-04 13:30:00,44.27,37.72,26.63, , , 
2019-06-04 13:45:00,41.91,41.14,26.01, , , 
2019-06-04 14:00:00,40.62,43.91,25.97, , , 
2019-06-04 14:15:00,39.25,46.75,25.79, , , 
2019-06-04 14:30:00,38.09,48.81,25.46, , , 
2019-06-04 14:45:00,38.86,47.59,25.74, , , 
2019-06-04 15:00:00,39.72,46.01,25.95, , , 
2019-06-04 15:15:00,37.88,49.51,25.51, , , 
2019-06-04 15:30:00,36.85,52.08,25.42, , , 
2019-06-04 15:45:00,36.51,52.27,25.17, , , 
2019-06-04 16:00:00,35.82,54.04,25.09, , , 
2019-06-04 16:15:00,35.26,54.45,24.70, , , 
2019-06-04 16:30:00,34.75,57.20,25.05, , , 
2019-06-04 16:45:00,34.32,57.17,24.64, , , 
2019-06-04 17:00:00,33.25,59.52,24.32, , , 
2019-06-04 17:15:00,33.03,60.79,24.47, , , 
2019-06-04 17:30:00,32.82,62.02,24.60, , , 
2019-06-04 17:45:00,31.96,65.37,24.67, , , 
2019-06-04 18:00:00,31.19,67.45,24.47, , , 
2019-06-04 18:15:00,29.94,78.26,25.77, , , 
2019-06-04 18:30:00,27.97,80.53,24.34, , , 
2019-06-04 18:45:00,27.54,81.96,24.21, , , 
2019-06-04 19:00:00,27.24,83.16,24.16, , , 
2019-06-04 19:15:00,27.07,84.60,24.28, , , 
2019-06-04 19:30:00,27.02,84.46,24.21, , , 
2019-06-04 19:45:00,26.85,84.54,24.06, , , 
2019-06-04 20:00:00,26.72,85.41,24.10, , , 
2019-06-04 20:15:00,26.77,85.33,24.13, , , 
2019-06-04 20:30:00,26.72,85.30,24.08, , , 
2019-06-04 20:45:00,26.77,85.44,24.15, , , 
2019-06-04 21:00:00,26.81,85.89,24.28, , , 
2019-06-04 21:15:00,26.85,85.30,24.21, , , 
2019-06-04 21:30:00,26.85,85.44,24.23, , , 
2019-06-04 21:45:00,26.77,85.44,24.15, , , 
2019-06-04 22:00:00,26.72,85.41,24.10, , , 
2019-06-04 22:15:00,26.64,85.30,24.00, , , 
2019-06-04 22:30:00,26.60,85.83,24.06, , , 
2019-06-04 22:45:00,26.51,85.83,23.97, , , 
2019-06-04 23:00:00,26.51,86.17,24.04, , , 
2019-06-04 23:15:00,26.51,85.80,23.97, , , 
2019-06-04 23:30:00,26.55,85.27,23.91, , , 
2019-06-04 23:45:00,26.51,86.25,24.06, , , 
2019-06-05 00:00:00,26.51,85.72,23.95, , , 
2019-06-05 00:15:00,26.47,86.25,24.01, , , 
2019-06-05 00:30:00,26.47,86.73,24.10, , , 
2019-06-05 00:45:00,26.34,86.56,23.95, , , 
2019-06-05 01:00:00,26.25,86.23,23.80, , , 
2019-06-05 01:15:00,26.21,86.17,23.74, , , 
2019-06-05 01:30:00,26.17,87.09,23.88, , , 
2019-06-05 01:45:00,26.12,87.51,23.92, , , 
2019-06-05 02:00:00,26.12,87.54,23.92, , , 
2019-06-05 02:15:00,26.25,87.87,24.11, , , 
2019-06-05 02:30:00,26.17,87.43,23.94, , , 
2019-06-05 02:45:00,26.12,87.95,24.00, , , 
2019-06-05 03:00:00,26.12,86.53,23.73, , , 
2019-06-05 03:15:00,25.99,87.40,23.77, , , 
2019-06-05 03:30:00,25.95,87.79,23.80, , , 
2019-06-05 03:45:00,25.99,87.95,23.87, , , 
2019-06-05 04:00:00,25.95,87.48,23.74, , , 
2019-06-05 04:15:00,25.95,87.04,23.66, , , 
2019-06-05 04:30:00,25.95,87.48,23.74, , , 
2019-06-05 04:45:00,25.95,87.37,23.72, , , 
2019-06-05 05:00:00,25.95,87.79,23.80, , , 
2019-06-05 05:15:00,25.91,87.93,23.78, , , 
2019-06-05 05:30:00,25.82,87.45,23.61, , , 
2019-06-05 05:45:00,25.78,87.79,23.63, , , 
2019-06-05 06:00:00,25.78,87.90,23.65, , , 
2019-06-05 06:15:00,26.21,87.09,23.92, , , 
2019-06-05 06:30:00,26.72,86.17,24.25, , , 
2019-06-05 06:45:00,27.63,84.26,24.76, , , 
2019-06-05 07:00:00,28.91,79.87,25.12, , , 
2019-06-05 07:15:00,29.64,76.79,25.16, , , 
2019-06-05 07:30:00,30.46,76.38,25.86, , , 
2019-06-05 07:45:00,31.23,73.28,25.90, , , 
2019-06-05 08:00:00,32.22,71.92,26.53, , , 
2019-06-05 08:15:00,33.03,68.68,26.53, , , 
2019-06-05 08:30:00,34.88,68.11,28.14, , , 
2019-06-05 08:45:00,36.42,58.47,26.99, , , 
2019-06-05 09:00:00,37.15,56.04,26.94, , , 
2019-06-05 09:15:00,37.58,57.60,27.81, , , 
2019-06-05 09:30:00,37.54,57.39,27.71, , , 
2019-06-05 09:45:00,38.31,52.81,27.00, , , 
2019-06-05 10:00:00,38.91,51.04,26.97, , , 
2019-06-05 10:15:00,39.12,51.07,27.17, , , 
2019-06-05 10:30:00,39.55,48.39,26.65, , , 
2019-06-05 10:45:00,39.17,46.01,25.44, , , 
2019-06-05 11:00:00,39.85,46.56,26.26, , , 
2019-06-05 11:15:00,39.85,46.08,26.09, , , 
2019-06-05 11:30:00,40.80,44.23,26.25, , , 
2019-06-05 11:45:00,41.31,42.97,26.22, , , 
2019-06-05 12:00:00,41.91,42.80,26.69, , , 
2019-06-05 12:15:00,40.15,45.53,26.16, , , 
2019-06-05 12:30:00,40.80,42.32,25.50, , , 
2019-06-05 12:45:00,42.51,38.97,25.63, , , 
2019-06-05 13:00:00,41.74,41.30,25.93, , , 
2019-06-05 13:15:00,43.76,36.09,25.43, , , 
2019-06-05 13:30:00,44.31,37.52,26.58, , , 
2019-06-05 13:45:00,44.27,36.59,26.11, , , 
2019-06-05 14:00:00,43.93,36.06,25.57, , , 
2019-06-05 14:15:00,44.14,36.06,25.75, , , 
2019-06-05 14:30:00,43.88,35.99,25.50, , , 
2019-06-05 14:45:00,43.84,35.83,25.38, , , 
2019-06-05 15:00:00,44.10,36.39,25.87, , , 
2019-06-05 15:15:00,43.50,36.86,25.56, , , 
2019-06-05 15:30:00,42.98,36.86,25.11, , , 
2019-06-05 15:45:00,42.13,40.88,26.10, , , 
2019-06-05 16:00:00,41.01,40.42,24.91, , , 
2019-06-05 16:15:00,39.94,43.10,25.04, , , 
2019-06-05 16:30:00,39.29,45.75,25.46, , , 
2019-06-05 16:45:00,38.74,44.56,24.52, , , 
2019-06-05 17:00:00,37.23,48.45,24.56, , , 
2019-06-05 17:15:00,35.90,52.18,24.58, , , 
2019-06-05 17:30:00,34.70,53.31,23.84, , , 
2019-06-05 17:45:00,33.25,56.51,23.45, , , 
2019-06-05 18:00:00,31.96,59.86,23.21, , , 
2019-06-05 18:15:00,31.06,62.99,23.21, , , 
2019-06-05 18:30:00,30.07,70.50,24.14, , , 
2019-06-05 18:45:00,27.88,77.80,23.68, , , 
2019-06-05 19:00:00,27.28,80.85,23.73, , , 
2019-06-05 19:15:00,27.07,81.73,23.70, , , 
2019-06-05 19:30:00,26.94,82.27,23.69, , , 
2019-06-05 19:45:00,26.77,82.22,23.51, , , 
2019-06-05 20:00:00,26.68,83.01,23.59, , , 
2019-06-05 20:15:00,26.68,83.47,23.68, , , 
2019-06-05 20:30:00,26.64,83.58,23.66, , , 
2019-06-05 20:45:00,26.77,84.03,23.87, , , 
2019-06-05 21:00:00,26.72,83.61,23.75, , , 
2019-06-05 21:15:00,26.77,83.95,23.86, , , 
2019-06-05 21:30:00,26.77,83.13,23.69, , , 
2019-06-05 21:45:00,26.72,83.95,23.81, , , 
2019-06-05 22:00:00,26.77,83.49,23.77, , , 
2019-06-05 22:15:00,26.72,83.61,23.75, , , 
2019-06-05 22:30:00,26.60,80.76,23.05, , , 
2019-06-05 22:45:00,26.47,81.73,23.12, , , 
2019-06-05 23:00:00,26.42,81.59,23.05, , , 
2019-06-05 23:15:00,26.34,82.62,23.17, , , 
2019-06-05 23:30:00,26.30,82.90,23.19, , , 
2019-06-05 23:45:00,26.21,83.81,23.28, , , 
2019-06-06 00:00:00,26.08,84.23,23.24, , , 
2019-06-06 00:15:00,26.04,83.81,23.11, , , 
2019-06-06 00:30:00,25.99,83.44,23.00, , , 
2019-06-06 00:45:00,25.95,84.23,23.11, , , 
2019-06-06 01:00:00,25.95,84.79,23.22, , , 
2019-06-06 01:15:00,25.99,84.79,23.27, , , 
2019-06-06 01:30:00,26.12,84.82,23.40, , , 
2019-06-06 01:45:00,26.04,83.81,23.11, , , 
2019-06-06 02:00:00,25.95,84.23,23.11, , , 
2019-06-06 02:15:00,25.91,84.34,23.09, , , 
2019-06-06 02:30:00,25.78,84.29,22.96, , , 
2019-06-06 02:45:00,25.74,85.07,23.07, , , 
2019-06-06 03:00:00,25.65,85.07,22.98, , , 
2019-06-06 03:15:00,25.61,85.61,23.05, , , 
2019-06-06 03:30:00,25.48,85.58,22.91, , , 
2019-06-06 03:45:00,25.39,86.37,22.98, , , 
2019-06-06 04:00:00,25.39,86.81,23.07, , , 
2019-06-06 04:15:00,25.35,87.31,23.12, , , 
2019-06-06 04:30:00,25.31,87.79,23.17, , , 
2019-06-06 04:45:00,25.14,88.20,23.08, , , 
2019-06-06 05:00:00,25.05,88.51,23.05, , , 
2019-06-06 05:15:00,25.14,88.20,23.08, , , 
2019-06-06 05:30:00,25.14,88.18,23.07, , , 
2019-06-06 05:45:00,25.18,87.29,22.95, , , 
2019-06-06 06:00:00,25.35,87.20,23.10, , , 
2019-06-06 06:15:00,25.78,86.90,23.46, , , 
2019-06-06 06:30:00,26.34,83.52,23.35, , , 
2019-06-06 06:45:00,27.28,81.45,23.86, , , 
2019-06-06 07:00:00,28.57,77.45,24.27, , , 
2019-06-06 07:15:00,30.07,73.07,24.74, , , 
2019-06-06 07:30:00,31.36,70.26,25.32, , , 
2019-06-06 07:45:00,32.22,67.63,25.49, , , 
2019-06-06 08:00:00,32.90,65.03,25.48, , , 
2019-06-06 08:15:00,34.15,61.22,25.64, , , 
2019-06-06 08:30:00,35.30,59.83,26.34, , , 
2019-06-06 08:45:00,35.22,57.79,25.67, , , 
2019-06-06 09:00:00,33.67,64.15,25.98, , , 
2019-06-06 09:15:00,34.83,61.31,26.31, , , 
2019-06-06 09:30:00,36.68,55.70,26.40, , , 
2019-06-06 09:45:00,39.08,53.44,27.91, , , 
2019-06-06 10:00:00,40.15,50.40,27.89, , , 
2019-06-06 10:15:00,40.80,47.56,27.48, , , 
2019-06-06 10:30:00,41.27,47.33,27.83, , , 
2019-06-06 10:45:00,40.92,47.01,27.40, , , 
2019-06-06 11:00:00,41.22,46.79,27.59, , , 
2019-06-06 11:15:00,40.84,45.95,26.93, , , 
2019-06-06 11:30:00,41.05,42.67,25.87, , , 
2019-06-06 11:45:00,41.78,44.36,27.18, , , 
2019-06-06 12:00:00,42.34,44.14,27.60, , , 
2019-06-06 12:15:00,42.55,40.91,26.49, , , 
2019-06-06 12:30:00,43.84,40.19,27.33, , , 
2019-06-06 12:45:00,43.80,38.84,26.71, , , 
2019-06-06 13:00:00,44.18,37.82,26.60, , , 
2019-06-06 13:15:00,41.87,41.34,26.06, , , 
2019-06-06 13:30:00,40.37,43.13,25.43, , , 
2019-06-06 13:45:00,40.67,43.39,25.80, , , 
2019-06-06 14:00:00,39.25,45.75,25.43, , , 
2019-06-06 14:15:00,39.85,47.97,26.77, , , 
2019-06-06 14:30:00,39.64,43.91,25.08, , , 
2019-06-06 14:45:00,38.01,46.14,24.44, , , 
2019-06-06 15:00:00,39.21,46.50,25.66, , , 
2019-06-06 15:15:00,39.89,43.65,25.21, , , 
2019-06-06 15:30:00,40.37,42.58,25.22, , , 
2019-06-06 15:45:00,41.01,41.53,25.37, , , 
2019-06-06 16:00:00,39.29,44.69,25.07, , , 
2019-06-06 16:15:00,36.98,51.07,25.21, , , 
2019-06-06 16:30:00,35.35,54.70,24.86, , , 
2019-06-06 16:45:00,34.57,54.89,24.20, , , 
2019-06-06 17:00:00,33.50,55.98,23.54, , , 
2019-06-06 17:15:00,32.64,58.41,23.44, , , 
2019-06-06 17:30:00,31.87,59.59,23.05, , , 
2019-06-06 17:45:00,31.23,61.00,22.84, , , 
2019-06-06 18:00:00,30.50,65.85,23.41, , , 
2019-06-06 18:15:00,30.07,66.03,23.05, , , 
2019-06-06 18:30:00,29.64,67.51,23.01, , , 
2019-06-06 18:45:00,29.13,70.88,23.33, , , 
2019-06-06 19:00:00,28.61,72.63,23.24, , , 
2019-06-06 19:15:00,28.27,74.10,23.24, , , 
2019-06-06 19:30:00,28.01,74.89,23.17, , , 
2019-06-06 19:45:00,27.88,75.04,23.08, , , 
2019-06-06 20:00:00,27.67,76.29,23.14, , , 
2019-06-06 20:15:00,27.54,76.20,23.00, , , 
2019-06-06 20:30:00,27.45,77.66,23.23, , , 
2019-06-06 20:45:00,27.50,77.19,23.17, , , 
2019-06-06 21:00:00,27.41,75.24,22.67, , , 
2019-06-06 21:15:00,27.32,75.74,22.69, , , 
2019-06-06 21:30:00,27.32,75.68,22.68, , , 
2019-06-06 21:45:00,27.28,76.15,22.74, , , 
2019-06-06 22:00:00,27.24,74.77,22.40, , , 
2019-06-06 22:15:00,27.20,75.36,22.48, , , 
2019-06-06 22:30:00,27.15,76.58,22.71, , , 
2019-06-06 22:45:00,27.07,77.68,22.86, , , 
2019-06-06 23:00:00,26.94,78.12,22.83, , , 
2019-06-06 23:15:00,26.85,78.52,22.83, , , 
2019-06-06 23:30:00,26.81,78.38,22.76, , , 
2019-06-06 23:45:00,26.72,78.84,22.77, , , 
2019-06-07 00:00:00,26.72,78.84,22.77, , , 
2019-06-07 00:15:00,26.68,79.42,22.85, , , 
2019-06-07 00:30:00,26.64,80.28,22.99, , , 
2019-06-07 00:45:00,26.51,80.76,22.96, , , 
2019-06-07 01:00:00,26.47,81.25,23.02, , , 
2019-06-07 01:15:00,26.38,80.73,22.83, , , 
2019-06-07 01:30:00,26.34,81.16,22.88, , , 
2019-06-07 01:45:00,26.21,81.51,22.82, , , 
2019-06-07 02:00:00,26.12,82.08,22.85, , , 
2019-06-07 02:15:00,26.21,82.45,23.01, , , 
2019-06-07 02:30:00,26.12,81.99,22.84, , , 
2019-06-07 02:45:00,26.12,81.99,22.84, , , 
2019-06-07 03:00:00,25.99,82.50,22.81, , , 
2019-06-07 03:15:00,25.91,82.98,22.82, , , 
2019-06-07 03:30:00,25.74,83.69,22.80, , , 
2019-06-07 03:45:00,25.78,83.75,22.85, , , 
2019-06-07 04:00:00,25.74,84.14,22.89, , , 
2019-06-07 04:15:00,25.65,84.14,22.80, , , 
2019-06-07 04:30:00,25.65,84.60,22.89, , , 
2019-06-07 04:45:00,25.65,84.74,22.92, , , 
2019-06-07 05:00:00,25.61,84.60,22.85, , , 
2019-06-07 05:15:00,25.61,85.05,22.94, , , 
2019-06-07 05:30:00,25.61,84.71,22.87, , , 
2019-06-07 05:45:00,25.69,84.74,22.96, , , 
2019-06-07 06:00:00,25.91,84.23,23.07, , , 
2019-06-07 06:15:00,26.38,83.98,23.48, , , 
2019-06-07 06:30:00,26.68,81.71,23.32, , , 
2019-06-07 06:45:00,27.07,80.48,23.45, , , 
2019-06-07 07:00:00,27.50,80.10,23.79, , , 
2019-06-07 07:15:00,30.07,73.95,24.94, , , 
2019-06-07 07:30:00,32.17,64.39,24.63, , , 
2019-06-07 07:45:00,33.55,60.11,24.77, , , 
2019-06-07 08:00:00,34.23,57.42,24.64, , , 
2019-06-07 08:15:00,32.82,69.60,26.55, , , 
2019-06-07 08:30:00,31.57,69.36,25.31, , , 
2019-06-07 08:45:00,32.90,64.79,25.42, , , 
2019-06-07 09:00:00,33.07,62.81,25.06, , , 
2019-06-07 09:15:00,34.53,61.03,25.95, , , 
2019-06-07 09:30:00,36.16,56.92,26.29, , , 
2019-06-07 09:45:00,36.46,55.64,26.18, , , 
2019-06-07 10:00:00,37.36,52.08,25.89, , , 
2019-06-07 10:15:00,38.69,51.20,26.82, , , 
2019-06-07 10:30:00,39.29,46.56,25.76, , , 
2019-06-07 10:45:00,40.58,46.11,26.76, , , 
2019-06-07 11:00:00,40.92,45.69,26.91, , , 
2019-06-07 11:15:00,40.97,44.88,26.65, , , 
2019-06-07 11:30:00,41.05,44.04,26.40, , , 
2019-06-07 11:45:00,42.17,42.80,26.92, , , 
2019-06-07 12:00:00,40.80,44.85,26.48, , , 
2019-06-07 12:15:00,41.95,42.15,26.47, , , 
2019-06-07 12:30:00,41.61,44.07,26.92, , , 
2019-06-07 12:45:00,42.43,40.84,26.35, , , 
2019-06-07 13:00:00,41.05,42.38,25.75, , , 
2019-06-07 13:15:00,40.19,45.85,26.31, , , 
2019-06-07 13:30:00,38.91,45.92,25.18, , , 
2019-06-07 13:45:00,36.68,50.75,24.83, , , 
2019-06-07 14:00:00,37.79,48.45,25.07, , , 
2019-06-07 14:15:00,38.48,45.85,24.76, , , 
2019-06-07 14:30:00,39.21,46.21,25.55, , , 
2019-06-07 14:45:00,37.32,48.20,24.55, , , 
2019-06-07 15:00:00,37.96,47.20,24.78, , , 
2019-06-07 15:15:00,37.19,49.76,24.97, , , 
2019-06-07 15:30:00,37.41,49.00,24.90, , , 
2019-06-07 15:45:00,37.06,51.01,25.27, , , 
2019-06-07 16:00:00,35.99,52.46,24.75, , , 
2019-06-07 16:15:00,35.09,52.37,23.89, , , 
2019-06-07 16:30:00,34.62,52.81,23.60, , , 
2019-06-07 16:45:00,34.23,54.57,23.79, , , 
2019-06-07 17:00:00,33.50,56.26,23.62, , , 
2019-06-07 17:15:00,32.30,59.12,23.32, , , 
2019-06-07 17:30:00,31.70,61.10,23.30, , , 
2019-06-07 17:45:00,31.27,64.00,23.67, , , 
2019-06-07 18:00:00,29.86,73.36,24.60, , , 
2019-06-07 18:15:00,27.75,81.99,24.43, , , 
2019-06-07 18:30:00,26.90,84.99,24.19, , , 
2019-06-07 18:45:00,26.34,83.98,23.44, , , 
2019-06-07 19:00:00,26.34,82.93,23.23, , , 
2019-06-07 19:15:00,26.25,83.35,23.23, , , 
2019-06-07 19:30:00,26.25,84.29,23.42, , , 
2019-06-07 19:45:00,26.38,83.52,23.39, , , 
2019-06-07 20:00:00,26.42,83.44,23.42, , , 
2019-06-07 20:15:00,26.55,83.07,23.47, , , 
2019-06-07 20:30:00,26.60,83.89,23.68, , , 
2019-06-07 20:45:00,26.51,83.52,23.52, , , 
2019-06-07 21:00:00,26.34,85.66,23.77, , , 
2019-06-07 21:15:00,26.21,85.30,23.58, , , 
2019-06-07 21:30:00,26.21,84.74,23.47, , , 
2019-06-07 21:45:00,26.17,84.82,23.44, , , 
2019-06-07 22:00:00,26.12,82.53,22.94, , , 
2019-06-07 22:15:00,26.04,82.84,22.92, , , 
2019-06-07 22:30:00,25.99,82.84,22.88, , , 
2019-06-07 22:45:00,25.95,83.75,23.02, , , 
2019-06-07 23:00:00,25.91,84.23,23.07, , , 
2019-06-07 23:15:00,25.95,83.44,22.96, , , 
2019-06-07 23:30:00,25.95,83.89,23.05, , , 
2019-06-07 23:45:00,26.04,83.92,23.14, , , 
2019-06-08 00:00:00,26.04,84.37,23.23, , , 
2019-06-08 00:15:00,25.95,83.44,22.96, , , 
2019-06-08 00:30:00,25.91,83.30,22.89, , , 
2019-06-08 00:45:00,25.95,84.65,23.20, , , 
2019-06-08 01:00:00,25.91,85.22,23.26, , , 
2019-06-08 01:15:00,25.95,84.34,23.14, , , 
2019-06-08 01:30:00,25.99,84.20,23.15, , , 
2019-06-08 01:45:00,25.95,83.89,23.05, , , 
2019-06-08 02:00:00,25.95,84.65,23.20, , , 
2019-06-08 02:15:00,25.95,83.86,23.04, , , 
2019-06-08 02:30:00,25.99,83.89,23.09, , , 
2019-06-08 02:45:00,25.87,83.38,22.86, , , 
2019-06-08 03:00:00,25.78,84.62,23.02, , , 
2019-06-08 03:15:00,25.82,85.22,23.18, , , 
2019-06-08 03:30:00,25.82,85.22,23.18, , , 
2019-06-08 03:45:00,25.82,84.62,23.06, , , 
2019-06-08 04:00:00,25.82,84.29,23.00, , , 
2019-06-08 04:15:00,25.82,84.65,23.07, , , 
2019-06-08 04:30:00,25.82,85.10,23.16, , , 
2019-06-08 04:45:00,25.82,83.30,22.80, , , 
2019-06-08 05:00:00,25.78,84.31,22.96, , , 
2019-06-08 05:15:00,25.74,84.60,22.97, , , 
2019-06-08 05:30:00,25.74,84.62,22.98, , , 
2019-06-08 05:45:00,25.74,85.50,23.15, , , 
2019-06-08 06:00:00,25.91,85.55,23.33, , , 
2019-06-08 06:15:00,26.04,84.68,23.29, , , 
2019-06-08 06:30:00,26.34,83.52,23.35, , , 
2019-06-08 06:45:00,26.68,83.10,23.60, , , 
2019-06-08 07:00:00,27.11,80.42,23.48, , , 
2019-06-08 07:15:00,27.50,80.39,23.85, , , 
2019-06-08 07:30:00,27.93,77.28,23.61, , , 
2019-06-08 07:45:00,28.40,76.03,23.79, , , 
2019-06-08 08:00:00,28.74,76.03,24.12, , , 
2019-06-08 08:15:00,29.56,74.80,24.64, , , 
2019-06-08 08:30:00,31.23,69.36,24.98, , , 
2019-06-08 08:45:00,33.03,65.06,25.61, , , 
2019-06-08 09:00:00,34.75,61.06,26.16, , , 
2019-06-08 09:15:00,34.92,58.78,25.67, , , 
2019-06-08 09:30:00,35.13,57.26,25.43, , , 
2019-06-08 09:45:00,36.85,54.67,26.24, , , 
2019-06-08 10:00:00,38.35,51.23,26.52, , , 
2019-06-08 10:15:00,38.44,51.96,26.84, , , 
2019-06-08 10:30:00,36.93,53.63,25.99, , , 
2019-06-08 10:45:00,37.58,51.32,25.84, , , 
2019-06-08 11:00:00,38.52,50.40,26.40, , , 
2019-06-08 11:15:00,39.25,48.61,26.45, , , 
2019-06-08 11:30:00,40.19,46.14,26.42, , , 
2019-06-08 11:45:00,39.42,47.59,26.25, , , 
2019-06-08 12:00:00,40.19,44.98,25.99, , , 
2019-06-08 12:15:00,39.89,46.04,26.11, , , 
2019-06-08 12:30:00,40.92,42.61,25.73, , , 
