Serial Number:20506765 --

"Date Time, GMT -0400","Temp, (*F)","RH, (%)","DewPt, (*F)","Host Connect","Button Down","EOF"
2019-10-18 01:55:56,80.88,79.10,73.84, , , 
2019-10-18 02:10:56,80.80,78.15,73.40, , , 
2019-10-18 02:25:56,80.64,78.61,73.43, , , 
2019-10-18 02:40:56,80.88,79.50,73.99, , , 
2019-10-18 02:55:56,80.95,78.12,73.54, , , 
2019-10-18 03:10:56,80.80,77.22,73.05, , , 
2019-10-18 03:25:56,80.64,77.63,73.05, , , 
2019-10-18 03:40:56,80.41,76.55,72.41, , , 
2019-10-18 03:55:56,80.57,78.00,73.12, , , 
2019-10-18 04:10:56,80.80,78.64,73.59, , , 
2019-10-18 04:25:56,81.11,77.13,73.31, , , 
2019-10-18 04:40:56,81.03,75.39,72.56, , , 
2019-10-18 04:55:56,80.80,76.23,72.66, , , 
2019-10-18 05:10:56,80.57,77.48,72.92, , , 
2019-10-18 05:25:56,80.49,77.48,72.85, , , 
2019-10-18 05:40:56,80.41,78.06,72.99, , , 
2019-10-18 05:55:56,80.10,78.03,72.68, , , 
2019-10-18 06:10:56,79.95,78.06,72.54, , , 
2019-10-18 06:25:56,79.95,78.93,72.87, , , 
2019-10-18 06:40:56,80.64,79.53,73.78, , , 
2019-10-18 06:55:56,81.65,77.13,73.84, , , 
2019-10-18 07:10:56,84.27,73.19,74.80, , , 
2019-10-18 07:25:56,86.67,68.62,75.16, , , 
2019-10-18 07:40:56,89.22,66.33,76.57, , , 
2019-10-18 07:55:56,93.00,60.42,77.31, , , 
2019-10-18 08:10:56,91.92,60.33,76.25, , , 
2019-10-18 08:25:56,93.93,57.91,76.90, , , 
2019-10-18 08:40:56,93.77,56.89,76.21, , , 
2019-10-18 08:55:56,97.17,51.16,76.15, , , 
2019-10-18 09:10:56,98.17,48.84,75.67, , , 
2019-10-18 09:25:56,100.64,45.82,75.99, , , 
2019-10-18 09:40:56,101.42,44.59,75.87, , , 
2019-10-18 09:55:56,100.26,46.88,76.34, , , 
2019-10-18 10:10:56,98.40,47.33,74.94, , , 
2019-10-18 10:25:56,100.03,44.78,74.75, , , 
2019-10-18 10:40:56,101.88,43.71,75.69, , , 
2019-10-18 10:55:56,103.35,42.51,76.17, , , 
2019-10-18 11:10:56,103.50,41.99,75.93, , , 
2019-10-18 11:25:56,104.74,41.50,76.68, , , 
2019-10-18 11:40:56,103.96,41.40,75.92, , , 
2019-10-18 11:55:56,102.27,42.67,75.31, , , 
2019-10-18 12:10:56,105.35,40.19,76.26, , , 
2019-10-18 12:25:56,106.36,39.10,76.33, , , 
2019-10-18 12:40:56,106.36,39.43,76.58, , , 
2019-10-18 12:55:56,106.13,39.73,76.60, , , 
2019-10-18 13:10:56,100.49,44.27,74.82, , , 
2019-10-18 13:25:56,101.34,43.97,75.38, , , 
2019-10-18 13:40:56,101.73,43.75,75.58, , , 
2019-10-18 13:55:56,100.41,45.82,75.78, , , 
2019-10-18 14:10:56,99.33,46.53,75.27, , , 
2019-10-18 14:25:56,99.02,46.24,74.80, , , 
2019-10-18 14:40:56,99.02,47.04,75.32, , , 
2019-10-18 14:55:56,96.63,50.66,75.36, , , 
2019-10-18 15:10:56,95.93,52.90,76.03, , , 
2019-10-18 15:25:56,92.77,56.82,75.24, , , 
2019-10-18 15:40:56,91.53,57.51,74.45, , , 
2019-10-18 15:55:56,89.76,59.12,73.62, , , 
2019-10-18 16:10:56,87.52,64.70,74.20, , , 
2019-10-18 16:25:56,85.12,66.18,72.61, , , 
2019-10-18 16:40:56,82.57,68.20,71.07, , , 
2019-10-18 16:55:56,81.34,69.96,70.64, , , 
2019-10-18 17:10:56,81.49,68.65,70.23, , , 
2019-10-18 17:25:56,81.80,67.72,70.13, , , 
2019-10-18 17:40:56,81.96,68.26,70.51, , , 
2019-10-18 17:55:56,81.96,69.09,70.87, , , 
2019-10-18 18:10:56,81.88,69.75,71.07, , , 
2019-10-18 18:25:56,81.80,70.56,71.34, , , 
2019-10-18 18:40:56,81.73,71.62,71.71, , , 
2019-10-18 18:55:56,81.65,71.65,71.65, , , 
2019-10-18 19:10:56,81.65,72.92,72.17, , , 
2019-10-18 19:25:56,81.34,73.98,72.30, , , 
2019-10-18 19:40:56,81.11,74.74,72.38, , , 
2019-10-18 19:55:56,81.18,74.33,72.29, , , 
2019-10-18 20:10:56,81.11,74.39,72.24, , , 
2019-10-18 20:25:56,81.18,75.68,72.82, , , 
2019-10-18 20:40:56,81.18,76.32,73.07, , , 
2019-10-18 20:55:56,81.26,77.16,73.47, , , 
2019-10-18 21:10:56,81.18,78.03,73.73, , , 
2019-10-18 21:25:56,81.34,78.03,73.88, , , 
2019-10-18 21:40:56,81.34,73.51,72.11, , , 
2019-10-18 21:55:56,81.34,72.48,71.69, , , 
2019-10-18 22:10:56,81.49,74.89,72.81, , , 
2019-10-18 22:25:56,81.49,75.88,73.20, , , 
2019-10-18 22:40:56,81.42,76.35,73.31, , , 
2019-10-18 22:55:56,81.34,76.35,73.23, , , 
2019-10-18 23:10:56,81.18,76.32,73.07, , , 
2019-10-18 23:25:56,81.11,75.21,72.56, , , 
2019-10-18 23:40:56,80.95,76.20,72.80, , , 
2019-10-18 23:55:56,80.80,77.51,73.16, , , 
2019-10-19 00:10:56,80.64,78.55,73.41, , , 
2019-10-19 00:25:56,80.64,78.95,73.56, , , 
2019-10-19 00:40:56,80.57,78.15,73.18, , , 
2019-10-19 00:55:56,80.10,77.97,72.66, , , 
2019-10-19 01:10:56,79.87,78.35,72.58, , , 
2019-10-19 01:25:56,80.03,79.36,73.11, , , 
2019-10-19 01:40:56,80.10,79.30,73.16, , , 
2019-10-19 01:55:56,80.26,79.90,73.54, , , 
2019-10-19 02:10:56,80.26,80.36,73.71, , , 
2019-10-19 02:25:56,80.03,80.79,73.64, , , 
2019-10-19 02:40:56,79.64,80.33,73.10, , , 
2019-10-19 02:55:56,79.49,78.93,72.42, , , 
2019-10-19 03:10:56,79.49,79.27,72.55, , , 
2019-10-19 03:25:56,79.64,79.87,72.93, , , 
2019-10-19 03:40:56,79.87,80.76,73.48, , , 
2019-10-19 03:55:56,79.95,81.25,73.74, , , 
2019-10-19 04:10:56,80.03,81.19,73.79, , , 
2019-10-19 04:25:56,80.10,81.19,73.87, , , 
2019-10-19 04:40:56,80.10,81.13,73.85, , , 
2019-10-19 04:55:56,79.95,80.28,73.38, , , 
2019-10-19 05:10:56,79.72,81.11,73.46, , , 
2019-10-19 05:25:56,79.56,81.25,73.36, , , 
2019-10-19 05:40:56,79.33,82.02,73.42, , , 
2019-10-19 05:55:56,79.33,82.47,73.58, , , 
2019-10-19 06:10:56,79.64,82.53,73.90, , , 
2019-10-19 06:25:56,80.10,80.85,73.74, , , 
2019-10-19 06:40:56,80.64,79.99,73.95, , , 
2019-10-19 06:55:56,81.34,78.18,73.94, , , 
2019-10-19 07:10:56,81.96,79.50,75.04, , , 
2019-10-19 07:25:56,83.12,76.84,75.14, , , 
2019-10-19 07:40:56,86.20,71.00,75.74, , , 
2019-10-19 07:55:56,89.22,65.58,76.22, , , 
2019-10-19 08:10:56,88.98,65.82,76.11, , , 
2019-10-19 08:25:56,94.78,50.97,73.85, , , 
2019-10-19 08:40:56,97.01,49.64,75.10, , , 
2019-10-19 08:55:56,96.32,50.88,75.21, , , 
2019-10-19 09:10:56,94.85,52.84,74.99, , , 
2019-10-19 09:25:56,94.39,53.35,74.85, , , 
2019-10-19 09:40:56,93.00,56.08,75.06, , , 
2019-10-19 09:55:56,94.47,56.73,76.78, , , 
2019-10-19 10:10:56,95.93,54.23,76.77, , , 
2019-10-19 10:25:56,96.55,52.97,76.63, , , 
2019-10-19 10:40:56,97.71,50.94,76.52, , , 
2019-10-19 10:55:56,99.18,49.70,77.12, , , 
2019-10-19 11:10:56,99.41,49.25,77.05, , , 
2019-10-19 11:25:56,99.18,49.70,77.12, , , 
2019-10-19 11:40:56,100.18,48.71,77.42, , , 
2019-10-19 11:55:56,99.95,48.45,77.05, , , 
2019-10-19 12:10:56,98.71,50.02,76.89, , , 
2019-10-19 12:25:56,99.10,49.76,77.08, , , 
2019-10-19 12:40:56,99.33,49.45,77.10, , , 
2019-10-19 12:55:56,98.71,48.36,75.87, , , 
2019-10-19 13:10:56,97.56,49.60,75.58, , , 
2019-10-19 13:25:56,96.01,52.43,75.83, , , 
2019-10-19 13:40:56,95.86,53.19,76.12, , , 
2019-10-19 13:55:56,98.25,50.50,76.75, , , 
2019-10-19 14:10:56,99.87,49.22,77.46, , , 
2019-10-19 14:25:56,102.50,45.75,77.63, , , 
2019-10-19 14:40:56,100.03,47.91,76.78, , , 
2019-10-19 14:55:56,99.02,49.70,76.98, , , 
2019-10-19 15:10:56,99.10,49.51,76.93, , , 
2019-10-19 15:25:56,99.87,48.77,77.18, , , 
2019-10-19 15:40:56,99.25,49.45,77.03, , , 
2019-10-19 15:55:56,96.63,51.96,76.12, , , 
2019-10-19 16:10:56,93.85,54.57,75.03, , , 
2019-10-19 16:25:56,92.69,55.01,74.20, , , 
2019-10-19 16:40:56,91.22,57.48,74.15, , , 
2019-10-19 16:55:56,89.76,59.09,73.61, , , 
2019-10-19 17:10:56,88.37,63.02,74.22, , , 
2019-10-19 17:25:56,87.29,65.64,74.42, , , 
2019-10-19 17:40:56,86.28,67.63,74.36, , , 
2019-10-19 17:55:56,85.35,69.51,74.29, , , 
2019-10-19 18:10:56,84.58,70.91,74.15, , , 
2019-10-19 18:25:56,84.04,70.85,73.61, , , 
2019-10-19 18:40:56,83.27,72.60,73.59, , , 
2019-10-19 18:55:56,82.96,73.54,73.68, , , 
2019-10-19 19:10:56,82.81,74.45,73.90, , , 
2019-10-19 19:25:56,82.42,74.51,73.55, , , 
2019-10-19 19:40:56,82.34,75.39,73.82, , , 
2019-10-19 19:55:56,82.27,78.20,74.85, , , 
2019-10-19 20:10:56,81.80,76.70,73.82, , , 
2019-10-19 20:25:56,81.42,78.06,73.97, , , 
2019-10-19 20:40:56,81.11,79.07,74.05, , , 
2019-10-19 20:55:56,81.03,80.51,74.52, , , 
2019-10-19 21:10:56,81.03,80.91,74.66, , , 
2019-10-19 21:25:56,81.18,79.59,74.32, , , 
2019-10-19 21:40:56,81.34,77.74,73.77, , , 
2019-10-19 21:55:56,81.34,79.10,74.29, , , 
2019-10-19 22:10:56,81.18,78.15,73.78, , , 
2019-10-19 22:25:56,81.26,78.15,73.85, , , 
2019-10-19 22:40:56,81.34,77.63,73.73, , , 
2019-10-19 22:55:56,81.26,78.61,74.03, , , 
2019-10-19 23:10:56,81.42,77.77,73.86, , , 
2019-10-19 23:25:56,81.34,77.63,73.73, , , 
2019-10-19 23:40:56,81.26,77.57,73.63, , , 
2019-10-19 23:55:56,81.26,78.09,73.83, , , 
2019-10-20 00:10:56,81.18,78.67,73.97, , , 
2019-10-20 00:25:56,81.34,78.23,73.96, , , 
2019-10-20 00:40:56,81.34,78.12,73.92, , , 
2019-10-20 00:55:56,81.18,77.57,73.56, , , 
2019-10-20 01:10:56,80.95,77.66,73.36, , , 
2019-10-20 01:25:56,80.80,78.52,73.54, , , 
2019-10-20 01:40:56,80.72,79.42,73.81, , , 
2019-10-20 01:55:56,80.64,79.99,73.95, , , 
2019-10-20 02:10:56,80.80,80.76,74.39, , , 
2019-10-20 02:25:56,80.72,79.42,73.81, , , 
2019-10-20 02:40:56,80.72,78.49,73.46, , , 
2019-10-20 02:55:56,80.64,78.61,73.43, , , 
2019-10-20 03:10:56,80.34,78.46,73.07, , , 
2019-10-20 03:25:56,80.10,78.03,72.68, , , 
2019-10-20 03:40:56,80.03,77.48,72.40, , , 
2019-10-20 03:55:56,80.10,78.44,72.84, , , 
2019-10-20 04:10:56,80.18,78.38,72.89, , , 
2019-10-20 04:25:56,80.03,78.41,72.75, , , 
2019-10-20 04:40:56,79.95,78.81,72.83, , , 
2019-10-20 04:55:56,79.95,79.44,73.07, , , 
2019-10-20 05:10:56,79.72,79.76,72.96, , , 
2019-10-20 05:25:56,79.72,79.42,72.83, , , 
2019-10-20 05:40:56,79.95,78.52,72.72, , , 
2019-10-20 05:55:56,79.95,78.52,72.72, , , 
2019-10-20 06:10:56,79.79,78.81,72.68, , , 
2019-10-20 06:25:56,80.49,78.93,73.40, , , 
2019-10-20 06:40:56,82.27,74.36,73.34, , , 
2019-10-20 06:55:56,84.27,69.96,73.45, , , 
2019-10-20 07:10:56,86.51,64.58,73.20, , , 
2019-10-20 07:25:56,88.29,63.76,74.50, , , 
2019-10-20 07:40:56,90.06,61.68,75.18, , , 
2019-10-20 07:55:56,92.69,56.29,74.89, , , 
2019-10-20 08:10:56,94.85,54.67,76.02, , , 
2019-10-20 08:25:56,97.32,48.81,74.88, , , 
2019-10-20 08:40:56,98.25,48.93,75.80, , , 
2019-10-20 08:55:56,99.79,47.11,76.06, , , 
2019-10-20 09:10:56,101.18,45.11,76.01, , , 
2019-10-20 09:25:56,101.88,45.37,76.81, , , 
2019-10-20 09:40:56,102.73,43.84,76.55, , , 
2019-10-20 09:55:56,104.58,41.47,76.52, , , 
2019-10-20 10:10:56,105.05,40.45,76.18, , , 
2019-10-20 10:25:56,106.51,39.37,76.67, , , 
2019-10-20 10:40:56,107.83,36.96,75.92, , , 
2019-10-20 10:55:56,107.90,38.41,77.15, , , 
2019-10-20 11:10:56,107.98,38.35,77.17, , , 
2019-10-20 11:25:56,108.44,38.64,77.81, , , 
2019-10-20 11:40:56,107.98,38.35,77.17, , , 
2019-10-20 11:55:56,110.45,35.76,77.23, , , 
2019-10-20 12:10:56,109.68,36.56,77.22, , , 
2019-10-20 12:25:56,109.52,37.02,77.46, , , 
2019-10-20 12:40:56,109.14,37.12,77.21, , , 
2019-10-20 12:55:56,102.65,43.29,76.09, , , 
2019-10-20 13:10:56,104.51,42.05,76.88, , , 
2019-10-20 13:25:56,105.35,41.30,77.09, , , 
2019-10-20 13:40:56,103.12,43.36,76.55, , , 
2019-10-20 13:55:56,99.56,46.08,75.19, , , 
2019-10-20 14:10:56,97.94,50.21,76.29, , , 
2019-10-20 14:25:56,96.71,53.50,77.08, , , 
2019-10-20 14:40:56,97.25,48.07,74.35, , , 
2019-10-20 14:55:56,101.96,41.37,74.11, , , 
2019-10-20 15:10:56,103.96,39.86,74.78, , , 
2019-10-20 15:25:56,102.57,41.43,74.71, , , 
2019-10-20 15:40:56,96.47,48.26,73.77, , , 
2019-10-20 15:55:56,93.77,51.42,73.18, , , 
2019-10-20 16:10:56,93.31,49.83,71.83, , , 
2019-10-20 16:25:56,92.77,49.06,70.87, , , 
2019-10-20 16:40:56,90.91,50.24,69.88, , , 
2019-10-20 16:55:56,89.22,53.22,70.01, , , 
2019-10-20 17:10:56,87.67,55.11,69.60, , , 
2019-10-20 17:25:56,86.67,58.07,70.20, , , 
2019-10-20 17:40:56,85.59,60.79,70.53, , , 
2019-10-20 17:55:56,84.74,62.93,70.76, , , 
2019-10-20 18:10:56,83.89,65.33,71.06, , , 
2019-10-20 18:25:56,83.42,66.27,71.04, , , 
2019-10-20 18:40:56,83.19,67.36,71.29, , , 
2019-10-20 18:55:56,82.88,67.75,71.17, , , 
2019-10-20 19:10:56,82.88,68.68,71.57, , , 
2019-10-20 19:25:56,82.73,69.18,71.64, , , 
2019-10-20 19:40:56,82.57,69.33,71.56, , , 
2019-10-20 19:55:56,82.50,69.30,71.47, , , 
2019-10-20 20:10:56,82.50,66.91,70.44, , , 
2019-10-20 20:25:56,82.34,67.66,70.62, , , 
2019-10-20 20:40:56,81.96,68.65,70.68, , , 
2019-10-20 20:55:56,81.65,69.63,70.80, , , 
2019-10-20 21:10:56,81.26,66.78,69.21, , , 
2019-10-20 21:25:56,81.11,67.12,69.20, , , 
2019-10-20 21:40:56,80.80,69.01,69.72, , , 
2019-10-20 21:55:56,80.64,68.95,69.55, , , 
2019-10-20 22:10:56,80.64,69.96,69.98, , , 
2019-10-20 22:25:56,80.80,71.03,70.57, , , 
2019-10-20 22:40:56,80.95,71.45,70.89, , , 
2019-10-20 22:55:56,80.88,70.58,70.46, , , 
2019-10-20 23:10:56,80.80,72.04,70.99, , , 
2019-10-20 23:25:56,80.88,72.92,71.42, , , 
2019-10-20 23:40:56,80.95,72.89,71.49, , , 
2019-10-20 23:55:56,80.80,72.51,71.18, , , 
2019-10-21 00:10:56,80.88,72.92,71.42, , , 
2019-10-21 00:25:56,80.80,72.86,71.33, , , 
2019-10-21 00:40:56,80.57,74.19,71.63, , , 
2019-10-21 00:55:56,80.18,74.74,71.48, , , 
2019-10-21 01:10:56,80.10,74.69,71.39, , , 
2019-10-21 01:25:56,79.95,74.60,71.20, , , 
2019-10-21 01:40:56,79.72,74.71,71.02, , , 
2019-10-21 01:55:56,79.79,74.25,70.91, , , 
2019-10-21 02:10:56,79.87,73.36,70.64, , , 
2019-10-21 02:25:56,79.79,73.75,70.71, , , 
2019-10-21 02:40:56,79.72,74.77,71.05, , , 
2019-10-21 02:55:56,79.72,74.60,70.98, , , 
2019-10-21 03:10:56,79.79,74.77,71.12, , , 
2019-10-21 03:25:56,79.64,75.04,71.08, , , 
2019-10-21 03:40:56,79.49,74.63,70.77, , , 
2019-10-21 03:55:56,79.33,73.78,70.28, , , 
2019-10-21 04:10:56,79.33,73.25,70.07, , , 
2019-10-21 04:25:56,79.49,74.13,70.57, , , 
2019-10-21 04:40:56,79.49,75.56,71.13, , , 
2019-10-21 04:55:56,79.72,74.66,71.00, , , 
2019-10-21 05:10:56,79.87,74.71,71.17, , , 
2019-10-21 05:25:56,79.79,73.69,70.69, , , 
2019-10-21 05:40:56,79.79,74.66,71.08, , , 
2019-10-21 05:55:56,79.72,74.66,71.00, , , 
2019-10-21 06:10:56,79.87,74.66,71.15, , , 
2019-10-21 06:25:56,80.18,75.15,71.64, , , 
2019-10-21 06:40:56,81.03,75.33,72.53, , , 
2019-10-21 06:55:56,81.96,73.36,72.64, , , 
2019-10-21 07:10:56,85.43,68.59,73.97, , , 
2019-10-21 07:25:56,88.13,63.76,74.35, , , 
2019-10-21 07:40:56,88.60,61.56,73.74, , , 
2019-10-21 07:55:56,90.84,58.69,74.41, , , 
2019-10-21 08:10:56,93.15,55.83,75.07, , , 
2019-10-21 08:25:56,92.15,56.26,74.37, , , 
2019-10-21 08:40:56,90.53,58.91,74.23, , , 
2019-10-21 08:55:56,96.47,52.43,76.25, , , 
2019-10-21 09:10:56,101.03,48.58,78.12, , , 
2019-10-21 09:25:56,99.25,48.45,76.42, , , 
2019-10-21 09:40:56,96.47,52.43,76.25, , , 
2019-10-21 09:55:56,100.26,47.40,76.67, , , 
2019-10-21 10:10:56,102.11,46.53,77.79, , , 
2019-10-21 10:25:56,102.11,46.24,77.60, , , 
2019-10-21 10:40:56,99.87,52.68,79.53, , , 
2019-10-21 10:55:56,97.09,54.86,78.19, , , 
2019-10-21 11:10:56,100.10,49.25,77.69, , , 
2019-10-21 11:25:56,100.88,47.72,77.43, , , 
2019-10-21 11:40:56,102.65,44.95,77.23, , , 
2019-10-21 11:55:56,103.89,43.10,77.07, , , 
2019-10-21 12:10:56,105.35,42.09,77.66, , , 
2019-10-21 12:25:56,102.57,46.56,78.23, , , 
2019-10-21 12:40:56,104.89,45.37,79.53, , , 
2019-10-21 12:55:56,106.28,42.12,78.51, , , 
2019-10-21 13:10:56,106.90,40.29,77.71, , , 
2019-10-21 13:25:56,107.67,39.50,77.79, , , 
2019-10-21 13:40:56,107.44,39.76,77.79, , , 
2019-10-21 13:55:56,107.13,38.28,76.37, , , 
2019-10-21 14:10:56,106.98,38.35,76.28, , , 
2019-10-21 14:25:56,106.82,39.37,76.94, , , 
2019-10-21 14:40:56,105.82,40.22,76.70, , , 
2019-10-21 14:55:56,105.35,40.78,76.70, , , 
2019-10-21 15:10:56,104.97,40.65,76.26, , , 
2019-10-21 15:25:56,104.35,42.35,76.95, , , 
2019-10-21 15:40:56,99.41,46.88,75.57, , , 
2019-10-21 15:55:56,97.56,46.69,73.76, , , 
2019-10-21 16:10:56,95.78,50.78,74.65, , , 
2019-10-21 16:25:56,93.39,54.54,74.59, , , 
2019-10-21 16:40:56,91.45,57.73,74.49, , , 
2019-10-21 16:55:56,89.60,57.35,72.57, , , 
2019-10-21 17:10:56,88.13,61.49,73.27, , , 
2019-10-21 17:25:56,87.29,64.67,73.97, , , 
2019-10-21 17:40:56,86.20,66.27,73.68, , , 
2019-10-21 17:55:56,85.35,68.17,73.71, , , 
2019-10-21 18:10:56,84.81,67.42,72.87, , , 
2019-10-21 18:25:56,84.27,68.38,72.77, , , 
2019-10-21 18:40:56,84.12,70.35,73.47, , , 
2019-10-21 18:55:56,83.73,69.81,72.87, , , 
2019-10-21 19:10:56,83.35,68.35,71.87, , , 
2019-10-21 19:25:56,83.12,68.41,71.68, , , 
2019-10-21 19:40:56,82.88,69.75,72.03, , , 
2019-10-21 19:55:56,82.65,69.15,71.56, , , 
2019-10-21 20:10:56,82.65,70.29,72.04, , , 
2019-10-21 20:25:56,82.57,70.76,72.16, , , 
2019-10-21 20:40:56,82.65,73.48,73.36, , , 
2019-10-21 20:55:56,81.65,76.67,73.66, , , 
2019-10-21 21:10:56,81.03,77.66,73.44, , , 
2019-10-21 21:25:56,80.88,77.71,73.31, , , 
2019-10-21 21:40:56,80.88,75.18,72.33, , , 
2019-10-21 21:55:56,80.72,74.74,72.00, , , 
2019-10-21 22:10:56,80.80,73.72,71.67, , , 
2019-10-21 22:25:56,80.72,73.39,71.47, , , 
2019-10-21 22:40:56,80.64,74.30,71.76, , , 
2019-10-21 22:55:56,80.57,74.86,71.90, , , 
2019-10-21 23:10:56,80.57,73.22,71.25, , , 
2019-10-21 23:25:56,80.57,74.28,71.67, , , 
2019-10-21 23:40:56,80.57,75.15,72.02, , , 
2019-10-21 23:55:56,80.57,75.15,72.02, , , 
2019-10-22 00:10:56,80.64,75.15,72.09, , , 
2019-10-22 00:25:56,80.72,75.71,72.38, , , 
2019-10-22 00:40:56,80.80,75.24,72.28, , , 
2019-10-22 00:55:56,80.64,75.21,72.11, , , 
2019-10-22 01:10:56,80.26,77.92,72.79, , , 
2019-10-22 01:25:56,79.64,79.36,72.73, , , 
2019-10-22 01:40:56,79.41,79.73,72.65, , , 
2019-10-22 01:55:56,79.25,79.85,72.54, , , 
2019-10-22 02:10:56,79.33,80.76,72.96, , , 
2019-10-22 02:25:56,79.41,81.22,73.20, , , 
2019-10-22 02:40:56,79.56,80.79,73.19, , , 
2019-10-22 02:55:56,79.41,79.73,72.65, , , 
2019-10-22 03:10:56,79.41,79.79,72.67, , , 
2019-10-22 03:25:56,79.49,79.39,72.60, , , 
2019-10-22 03:40:56,79.33,78.81,72.23, , , 
2019-10-22 03:55:56,79.41,78.35,72.13, , , 
2019-10-22 04:10:56,79.41,78.29,72.11, , , 
2019-10-22 04:25:56,79.33,78.29,72.03, , , 
2019-10-22 04:40:56,79.18,78.72,72.05, , , 
2019-10-22 04:55:56,78.95,79.79,72.22, , , 
2019-10-22 05:10:56,78.87,79.73,72.12, , , 
2019-10-22 05:25:56,78.95,79.73,72.20, , , 
2019-10-22 05:40:56,79.10,79.82,72.38, , , 
2019-10-22 05:55:56,79.02,79.76,72.28, , , 
2019-10-22 06:10:56,79.02,80.62,72.60, , , 
2019-10-22 06:25:56,79.79,79.39,72.90, , , 
2019-10-22 06:40:56,82.11,75.33,73.58, , , 
2019-10-22 06:55:56,84.66,68.95,73.39, , , 
2019-10-22 07:10:56,86.74,65.85,74.00, , , 
2019-10-22 07:25:56,87.90,64.97,74.70, , , 
2019-10-22 07:40:56,90.53,60.20,74.89, , , 
2019-10-22 07:55:56,93.08,56.04,75.12, , , 
2019-10-22 08:10:56,91.38,59.49,75.33, , , 
2019-10-22 08:25:56,96.17,53.47,76.56, , , 
2019-10-22 08:40:56,97.09,49.89,75.33, , , 
2019-10-22 08:55:56,99.02,48.65,76.33, , , 
2019-10-22 09:10:56,101.03,46.40,76.72, , , 
2019-10-22 09:25:56,102.73,43.84,76.55, , , 
2019-10-22 09:40:56,103.96,44.43,78.06, , , 
2019-10-22 09:55:56,106.74,42.18,78.97, , , 
2019-10-22 10:10:56,108.91,40.06,79.32, , , 
2019-10-22 10:25:56,109.22,37.85,77.86, , , 
2019-10-22 10:40:56,109.52,37.88,78.16, , , 
2019-10-22 10:55:56,105.20,41.24,76.90, , , 
2019-10-22 11:10:56,101.42,47.75,77.94, , , 
2019-10-22 11:25:56,104.89,43.13,77.99, , , 
2019-10-22 11:40:56,106.51,39.93,77.09, , , 
2019-10-22 11:55:56,107.36,39.73,77.70, , , 
2019-10-22 12:10:56,106.20,41.30,77.85, , , 
2019-10-22 12:25:56,106.67,39.14,76.63, , , 
2019-10-22 12:40:56,107.67,39.76,78.00, , , 
2019-10-22 12:55:56,102.27,44.85,76.81, , , 
2019-10-22 13:10:56,96.24,47.65,73.18, , , 
2019-10-22 13:25:56,91.69,54.67,73.08, , , 
2019-10-22 13:40:56,93.39,53.54,74.03, , , 
2019-10-22 13:55:56,93.31,53.76,74.08, , , 
2019-10-22 14:10:56,97.48,49.92,75.70, , , 
2019-10-22 14:25:56,100.57,45.01,75.39, , , 
2019-10-22 14:40:56,103.04,42.22,75.68, , , 
2019-10-22 14:55:56,105.59,39.86,76.22, , , 
2019-10-22 15:10:56,104.04,42.22,76.58, , , 
2019-10-22 15:25:56,101.26,44.85,75.91, , , 
2019-10-22 15:40:56,99.49,47.43,75.98, , , 
2019-10-22 15:55:56,97.25,49.57,75.27, , , 
2019-10-22 16:10:56,94.23,52.56,74.26, , , 
2019-10-22 16:25:56,92.61,55.29,74.28, , , 
2019-10-22 16:40:56,90.68,57.91,73.87, , , 
2019-10-22 16:55:56,88.83,59.06,72.72, , , 
2019-10-22 17:10:56,87.44,62.20,72.96, , , 
2019-10-22 17:25:56,86.36,64.33,72.94, , , 
2019-10-22 17:40:56,85.51,66.45,73.10, , , 
2019-10-22 17:55:56,84.66,67.96,72.96, , , 
2019-10-22 18:10:56,84.04,67.48,72.16, , , 
2019-10-22 18:25:56,83.50,68.86,72.24, , , 
2019-10-22 18:40:56,83.19,70.38,72.59, , , 
2019-10-22 18:55:56,82.96,70.73,72.52, , , 
2019-10-22 19:10:56,82.81,71.12,72.54, , , 
2019-10-22 19:25:56,82.73,71.71,72.71, , , 
2019-10-22 19:40:56,82.42,72.04,72.55, , , 
2019-10-22 19:55:56,82.42,72.95,72.92, , , 
2019-10-22 20:10:56,82.42,74.07,73.37, , , 
2019-10-22 20:25:56,82.34,74.01,73.28, , , 
2019-10-22 20:40:56,82.27,73.07,72.82, , , 
2019-10-22 20:55:56,82.27,73.07,72.82, , , 
2019-10-22 21:10:56,82.19,72.48,72.51, , , 
2019-10-22 21:25:56,82.03,72.95,72.55, , , 
2019-10-22 21:40:56,82.11,73.07,72.67, , , 
2019-10-22 21:55:56,81.88,72.54,72.23, , , 
2019-10-22 22:10:56,81.80,73.54,72.57, , , 
2019-10-22 22:25:56,81.73,72.86,72.22, , , 
2019-10-22 22:40:56,81.65,73.86,72.55, , , 
2019-10-22 22:55:56,81.57,73.86,72.47, , , 
2019-10-22 23:10:56,81.34,74.39,72.46, , , 
2019-10-22 23:25:56,81.42,74.30,72.50, , , 
2019-10-22 23:40:56,81.42,73.95,72.36, , , 
2019-10-22 23:55:56,81.42,74.33,72.51, , , 
2019-10-23 00:10:56,81.34,75.42,72.87, , , 
2019-10-23 00:25:56,81.03,74.30,72.13, , , 
2019-10-23 00:40:56,81.18,76.61,73.18, , , 
2019-10-23 00:55:56,81.11,75.33,72.61, , , 
2019-10-23 01:10:56,80.95,74.25,72.03, , , 
2019-10-23 01:25:56,80.72,75.21,72.19, , , 
2019-10-23 01:40:56,80.57,75.27,72.06, , , 
