Serial Number:20506768 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Button Down","Host Connect","EOF"
2019-07-24 06:00:00,26.90,79.50,23.08, , , 
2019-07-24 06:15:00,27.11,77.05,22.77, , , 
2019-07-24 06:30:00,27.28,77.13,22.95, , , 
2019-07-24 06:45:00,27.67,75.39,22.95, , , 
2019-07-24 07:00:00,28.27,73.10,23.01, , , 
2019-07-24 07:15:00,29.17,70.41,23.26, , , 
2019-07-24 07:30:00,29.68,69.48,23.53, , , 
2019-07-24 07:45:00,30.46,67.09,23.68, , , 
2019-07-24 08:00:00,31.14,64.97,23.80, , , 
2019-07-24 08:15:00,31.44,64.30,23.91, , , 
2019-07-24 08:30:00,31.06,65.21,23.78, , , 
2019-07-24 08:45:00,32.09,62.90,24.15, , , 
2019-07-24 09:00:00,32.82,60.76,24.26, , , 
2019-07-24 09:15:00,33.25,58.26,23.96, , , 
2019-07-24 09:30:00,34.15,56.36,24.25, , , 
2019-07-24 09:45:00,34.66,52.56,23.56, , , 
2019-07-24 10:00:00,34.92,53.63,24.13, , , 
2019-07-24 10:15:00,34.36,54.82,23.98, , , 
2019-07-24 10:30:00,34.45,55.11,24.15, , , 
2019-07-24 10:45:00,35.13,52.87,24.09, , , 
2019-07-24 11:00:00,35.82,51.96,24.43, , , 
2019-07-24 11:15:00,35.39,53.72,24.60, , , 
2019-07-24 11:30:00,35.22,54.45,24.66, , , 
2019-07-24 11:45:00,35.69,52.68,24.55, , , 
2019-07-24 12:00:00,35.39,53.41,24.50, , , 
2019-07-24 12:15:00,35.09,54.95,24.70, , , 
2019-07-24 12:30:00,35.05,54.16,24.42, , , 
2019-07-24 12:45:00,34.32,55.86,24.26, , , 
2019-07-24 13:00:00,34.83,55.45,24.61, , , 
2019-07-24 13:15:00,34.75,54.64,24.28, , , 
2019-07-24 13:30:00,35.26,52.87,24.21, , , 
2019-07-24 13:45:00,34.88,54.67,24.41, , , 
2019-07-24 14:00:00,34.66,56.67,24.82, , , 
2019-07-24 14:15:00,34.57,56.45,24.67, , , 
2019-07-24 14:30:00,34.32,55.11,24.03, , , 
2019-07-24 14:45:00,34.27,56.11,24.29, , , 
2019-07-24 15:00:00,33.80,57.11,24.15, , , 
2019-07-24 15:15:00,34.06,56.08,24.08, , , 
2019-07-24 15:30:00,33.59,57.29,24.00, , , 
2019-07-24 15:45:00,31.83,63.12,23.97, , , 
2019-07-24 16:00:00,31.31,65.00,23.97, , , 
2019-07-24 16:15:00,31.10,66.45,24.14, , , 
2019-07-24 16:30:00,30.59,67.69,23.95, , , 
2019-07-24 16:45:00,30.80,67.39,24.08, , , 
2019-07-24 17:00:00,31.14,66.45,24.18, , , 
2019-07-24 17:15:00,30.84,66.66,23.95, , , 
2019-07-24 17:30:00,30.33,68.59,23.93, , , 
2019-07-24 17:45:00,29.60,70.88,23.78, , , 
2019-07-24 18:00:00,29.04,72.83,23.70, , , 
2019-07-24 18:15:00,28.70,74.22,23.68, , , 
2019-07-24 18:30:00,28.40,74.45,23.44, , , 
2019-07-24 18:45:00,28.18,74.51,23.25, , , 
2019-07-24 19:00:00,28.05,75.42,23.33, , , 
2019-07-24 19:15:00,28.10,75.88,23.47, , , 
2019-07-24 19:30:00,28.10,75.36,23.35, , , 
2019-07-24 19:45:00,28.10,75.07,23.29, , , 
2019-07-24 20:00:00,28.05,75.36,23.31, , , 
2019-07-24 20:15:00,28.01,76.35,23.49, , , 
2019-07-24 20:30:00,28.01,76.41,23.50, , , 
2019-07-24 20:45:00,28.01,77.34,23.70, , , 
2019-07-24 21:00:00,27.93,77.22,23.59, , , 
2019-07-24 21:15:00,27.88,77.68,23.65, , , 
2019-07-24 21:30:00,27.84,76.84,23.43, , , 
2019-07-24 21:45:00,27.75,77.37,23.46, , , 
2019-07-24 22:00:00,27.71,78.12,23.58, , , 
2019-07-24 22:15:00,27.71,77.22,23.39, , , 
2019-07-24 22:30:00,27.80,77.25,23.48, , , 
2019-07-24 22:45:00,27.58,79.47,23.74, , , 
2019-07-24 23:00:00,27.37,79.62,23.56, , , 
2019-07-24 23:15:00,27.58,78.72,23.58, , , 
2019-07-24 23:30:00,27.58,79.13,23.67, , , 
2019-07-24 23:45:00,27.67,77.34,23.37, , , 
2019-07-25 00:00:00,25.82,80.62,22.26, , , 
2019-07-25 00:15:00,25.82,82.02,22.55, , , 
2019-07-25 00:30:00,26.12,81.13,22.66, , , 
2019-07-25 00:45:00,26.38,83.38,23.37, , , 
2019-07-25 01:00:00,26.51,83.41,23.50, , , 
2019-07-25 01:15:00,25.65,81.08,22.19, , , 
2019-07-25 01:30:00,24.45,90.14,22.76, , , 
2019-07-25 01:45:00,24.62,88.07,22.54, , , 
2019-07-25 02:00:00,24.97,91.68,23.55, , , 
2019-07-25 02:15:00,25.35,90.91,23.79, , , 
2019-07-25 02:30:00,25.35,88.23,23.29, , , 
2019-07-25 02:45:00,25.31,85.89,22.80, , , 
2019-07-25 03:00:00,25.61,87.73,23.45, , , 
2019-07-25 03:15:00,25.52,86.48,23.13, , , 
2019-07-25 03:30:00,25.31,86.76,22.97, , , 
2019-07-25 03:45:00,25.27,88.23,23.21, , , 
2019-07-25 04:00:00,25.52,88.59,23.53, , , 
2019-07-25 04:15:00,26.04,87.84,23.90, , , 
2019-07-25 04:30:00,26.21,86.98,23.90, , , 
2019-07-25 04:45:00,26.25,86.56,23.86, , , 
2019-07-25 05:00:00,26.21,86.64,23.84, , , 
2019-07-25 05:15:00,26.21,86.98,23.90, , , 
2019-07-25 05:30:00,26.34,87.15,24.06, , , 
2019-07-25 05:45:00,25.78,87.90,23.65, , , 
2019-07-25 06:00:00,24.41,90.66,22.81, , , 
2019-07-25 06:15:00,24.28,91.51,22.84, , , 
2019-07-25 06:30:00,24.32,91.07,22.80, , , 
2019-07-25 06:45:00,24.75,91.62,23.33, , , 
2019-07-25 07:00:00,25.35,89.01,23.44, , , 
2019-07-25 07:15:00,26.21,86.64,23.84, , , 
2019-07-25 07:30:00,27.20,81.76,23.84, , , 
2019-07-25 07:45:00,28.31,78.41,24.22, , , 
2019-07-25 08:00:00,27.37,81.85,24.02, , , 
2019-07-25 08:15:00,25.91,88.34,23.86, , , 
2019-07-25 08:30:00,27.07,85.83,24.52, , , 
2019-07-25 08:45:00,27.67,84.57,24.86, , , 
2019-07-25 09:00:00,28.31,82.10,24.99, , , 
2019-07-25 09:15:00,29.30,77.13,24.90, , , 
2019-07-25 09:30:00,29.34,77.97,25.13, , , 
2019-07-25 09:45:00,29.13,78.46,25.03, , , 
2019-07-25 10:00:00,31.61,70.32,25.58, , , 
2019-07-25 10:15:00,32.22,69.06,25.85, , , 
2019-07-25 10:30:00,33.55,64.39,25.93, , , 
2019-07-25 10:45:00,29.00,79.42,25.10, , , 
2019-07-25 11:00:00,29.77,79.53,25.88, , , 
2019-07-25 11:15:00,32.00,70.41,25.97, , , 
2019-07-25 11:30:00,32.94,68.71,26.45, , , 
2019-07-25 11:45:00,33.80,63.18,25.85, , , 
2019-07-25 12:00:00,31.66,71.45,25.89, , , 
2019-07-25 12:15:00,32.17,71.98,26.51, , , 
2019-07-25 12:30:00,31.70,69.93,25.57, , , 
2019-07-25 12:45:00,30.93,76.93,26.44, , , 
2019-07-25 13:00:00,32.13,71.45,26.34, , , 
2019-07-25 13:15:00,28.23,82.90,25.07, , , 
2019-07-25 13:30:00,28.35,84.31,25.48, , , 
2019-07-25 13:45:00,30.89,77.80,26.59, , , 
2019-07-25 14:00:00,31.87,68.98,25.50, , , 
2019-07-25 14:15:00,29.13,78.41,25.01, , , 
2019-07-25 14:30:00,27.75,82.93,24.62, , , 
2019-07-25 14:45:00,27.80,80.62,24.19, , , 
2019-07-25 15:00:00,27.84,81.51,24.41, , , 
2019-07-25 15:15:00,28.14,80.05,24.40, , , 
2019-07-25 15:30:00,29.51,77.71,25.24, , , 
2019-07-25 15:45:00,31.14,72.66,25.68, , , 
2019-07-25 16:00:00,30.76,74.48,25.72, , , 
2019-07-25 16:15:00,30.67,73.95,25.52, , , 
2019-07-25 16:30:00,30.03,75.85,25.33, , , 
2019-07-25 16:45:00,29.56,79.01,25.56, , , 
2019-07-25 17:00:00,29.38,77.10,24.98, , , 
2019-07-25 17:15:00,29.04,77.92,24.82, , , 
2019-07-25 17:30:00,28.44,80.65,24.82, , , 
2019-07-25 17:45:00,28.27,82.05,24.94, , , 
2019-07-25 18:00:00,28.23,80.59,24.60, , , 
2019-07-25 18:15:00,28.18,79.67,24.37, , , 
2019-07-25 18:30:00,27.97,79.62,24.14, , , 
2019-07-25 18:45:00,27.75,80.51,24.12, , , 
2019-07-25 19:00:00,27.63,81.33,24.17, , , 
2019-07-25 19:15:00,27.50,81.31,24.04, , , 
2019-07-25 19:30:00,27.41,79.04,23.48, , , 
2019-07-25 19:45:00,27.41,80.48,23.78, , , 
2019-07-25 20:00:00,27.28,79.59,23.47, , , 
2019-07-25 20:15:00,27.24,80.79,23.68, , , 
2019-07-25 20:30:00,27.24,80.39,23.60, , , 
2019-07-25 20:45:00,27.28,80.91,23.74, , , 
2019-07-25 21:00:00,27.24,80.91,23.70, , , 
2019-07-25 21:15:00,27.28,81.79,23.93, , , 
2019-07-25 21:30:00,27.28,81.39,23.84, , , 
2019-07-25 21:45:00,27.24,81.31,23.78, , , 
2019-07-25 22:00:00,27.28,82.25,24.02, , , 
2019-07-25 22:15:00,27.24,81.88,23.90, , , 
2019-07-25 22:30:00,27.28,81.73,23.91, , , 
2019-07-25 22:45:00,27.24,81.36,23.80, , , 
2019-07-25 23:00:00,27.20,81.42,23.77, , , 
2019-07-25 23:15:00,27.11,82.64,23.93, , , 
2019-07-25 23:30:00,26.98,82.19,23.71, , , 
2019-07-25 23:45:00,27.07,82.27,23.81, , , 
2019-07-26 00:00:00,27.15,81.71,23.78, , , 
2019-07-26 00:15:00,27.07,83.18,24.00, , , 
2019-07-26 00:30:00,27.07,82.27,23.81, , , 
2019-07-26 00:45:00,27.02,83.21,23.96, , , 
2019-07-26 01:00:00,27.02,82.64,23.85, , , 
2019-07-26 01:15:00,26.94,84.46,24.12, , , 
2019-07-26 01:30:00,27.02,84.57,24.23, , , 
2019-07-26 01:45:00,27.11,84.48,24.30, , , 
2019-07-26 02:00:00,27.15,84.46,24.33, , , 
2019-07-26 02:15:00,27.11,84.14,24.23, , , 
2019-07-26 02:30:00,27.20,84.17,24.32, , , 
2019-07-26 02:45:00,27.37,84.54,24.56, , , 
2019-07-26 03:00:00,27.37,84.20,24.49, , , 
2019-07-26 03:15:00,27.41,84.54,24.60, , , 
2019-07-26 03:30:00,27.37,84.99,24.65, , , 
2019-07-26 03:45:00,27.20,83.61,24.21, , , 
2019-07-26 04:00:00,27.24,84.60,24.45, , , 
2019-07-26 04:15:00,27.24,84.17,24.36, , , 
2019-07-26 04:30:00,27.28,84.14,24.40, , , 
2019-07-26 04:45:00,27.11,83.69,24.14, , , 
2019-07-26 05:00:00,27.28,83.61,24.29, , , 
2019-07-26 05:15:00,27.20,83.24,24.13, , , 
2019-07-26 05:30:00,27.24,84.48,24.42, , , 
2019-07-26 05:45:00,27.20,84.62,24.41, , , 
2019-07-26 06:00:00,27.20,86.31,24.74, , , 
2019-07-26 06:15:00,27.41,83.27,24.35, , , 
2019-07-26 06:30:00,27.67,80.88,24.11, , , 
2019-07-26 06:45:00,28.01,80.19,24.31, , , 
2019-07-26 07:00:00,28.35,81.68,24.95, , , 
2019-07-26 07:15:00,28.87,78.46,24.78, , , 
2019-07-26 07:30:00,29.43,77.10,25.02, , , 
2019-07-26 07:45:00,30.20,73.36,24.93, , , 
2019-07-26 08:00:00,30.16,74.95,25.25, , , 
2019-07-26 08:15:00,30.93,72.19,25.36, , , 
2019-07-26 08:30:00,30.50,73.89,25.34, , , 
2019-07-26 08:45:00,31.36,72.30,25.80, , , 
2019-07-26 09:00:00,31.53,72.19,25.94, , , 
2019-07-26 09:15:00,30.03,76.35,25.44, , , 
2019-07-26 09:30:00,32.47,69.48,26.20, , , 
2019-07-26 09:45:00,33.20,64.58,25.65, , , 
2019-07-26 10:00:00,33.63,64.15,25.94, , , 
2019-07-26 10:15:00,33.33,63.36,25.45, , , 
2019-07-26 10:30:00,33.97,62.44,25.81, , , 
2019-07-26 10:45:00,34.36,60.76,25.71, , , 
2019-07-26 11:00:00,34.49,59.25,25.41, , , 
2019-07-26 11:15:00,34.57,58.72,25.34, , , 
2019-07-26 11:30:00,34.62,59.77,25.67, , , 
2019-07-26 11:45:00,35.09,58.53,25.76, , , 
2019-07-26 12:00:00,34.32,59.71,25.38, , , 
2019-07-26 12:15:00,34.57,58.50,25.27, , , 
2019-07-26 12:30:00,34.36,58.72,25.13, , , 
2019-07-26 12:45:00,34.40,60.51,25.68, , , 
2019-07-26 13:00:00,34.36,59.99,25.49, , , 
2019-07-26 13:15:00,34.92,60.33,26.11, , , 
2019-07-26 13:30:00,34.66,59.74,25.71, , , 
2019-07-26 13:45:00,34.36,60.48,25.63, , , 
2019-07-26 14:00:00,34.62,60.26,25.81, , , 
2019-07-26 14:15:00,34.45,60.76,25.79, , , 
2019-07-26 14:30:00,34.32,61.49,25.87, , , 
2019-07-26 14:45:00,34.15,60.45,25.42, , , 
2019-07-26 15:00:00,34.32,60.23,25.52, , , 
2019-07-26 15:15:00,33.42,61.86,25.13, , , 
2019-07-26 15:30:00,31.96,65.61,24.74, , , 
2019-07-26 15:45:00,31.79,69.33,25.50, , , 
2019-07-26 16:00:00,31.27,69.90,25.15, , , 
2019-07-26 16:15:00,30.80,70.29,24.79, , , 
2019-07-26 16:30:00,30.76,71.12,24.95, , , 
2019-07-26 16:45:00,30.37,71.95,24.77, , , 
2019-07-26 17:00:00,30.24,73.36,24.97, , , 
2019-07-26 17:15:00,30.07,73.48,24.84, , , 
2019-07-26 17:30:00,29.77,72.98,24.43, , , 
2019-07-26 17:45:00,29.38,76.09,24.76, , , 
2019-07-26 18:00:00,29.08,76.55,24.57, , , 
2019-07-26 18:15:00,28.78,78.38,24.67, , , 
2019-07-26 18:30:00,28.53,79.39,24.64, , , 
2019-07-26 18:45:00,28.31,78.41,24.22, , , 
2019-07-26 19:00:00,28.23,79.27,24.32, , , 
2019-07-26 19:15:00,28.18,79.67,24.37, , , 
2019-07-26 19:30:00,28.18,80.65,24.57, , , 
2019-07-26 19:45:00,28.10,81.02,24.56, , , 
2019-07-26 20:00:00,28.14,80.05,24.40, , , 
2019-07-26 20:15:00,28.18,80.08,24.45, , , 
2019-07-26 20:30:00,28.01,81.08,24.49, , , 
2019-07-26 20:45:00,27.97,81.88,24.61, , , 
2019-07-26 21:00:00,27.97,81.05,24.44, , , 
2019-07-26 21:15:00,27.88,81.91,24.54, , , 
2019-07-26 21:30:00,27.84,81.85,24.48, , , 
2019-07-26 21:45:00,27.75,81.88,24.40, , , 
2019-07-26 22:00:00,27.75,81.48,24.32, , , 
2019-07-26 22:15:00,27.75,81.48,24.32, , , 
2019-07-26 22:30:00,27.80,81.96,24.46, , , 
2019-07-26 22:45:00,27.75,82.79,24.59, , , 
2019-07-26 23:00:00,27.75,83.35,24.70, , , 
2019-07-26 23:15:00,27.88,82.96,24.75, , , 
2019-07-26 23:30:00,27.84,82.79,24.67, , , 
2019-07-26 23:45:00,27.75,80.91,24.20, , , 
2019-07-27 00:00:00,27.71,81.53,24.29, , , 
2019-07-27 00:15:00,27.63,81.79,24.26, , , 
2019-07-27 00:30:00,27.63,82.42,24.39, , , 
2019-07-27 00:45:00,27.67,84.23,24.79, , , 
2019-07-27 01:00:00,27.54,81.91,24.20, , , 
2019-07-27 01:15:00,27.45,82.81,24.30, , , 
2019-07-27 01:30:00,27.45,81.88,24.11, , , 
2019-07-27 01:45:00,27.45,83.64,24.47, , , 
2019-07-27 02:00:00,27.41,82.27,24.15, , , 
2019-07-27 02:15:00,27.32,81.85,23.98, , , 
2019-07-27 02:30:00,27.28,82.70,24.11, , , 
2019-07-27 02:45:00,27.37,82.70,24.19, , , 
2019-07-27 03:00:00,27.37,81.91,24.03, , , 
2019-07-27 03:15:00,27.32,82.36,24.08, , , 
2019-07-27 03:30:00,27.20,83.61,24.21, , , 
2019-07-27 03:45:00,27.11,84.48,24.30, , , 
2019-07-27 04:00:00,27.11,83.55,24.11, , , 
2019-07-27 04:15:00,27.02,84.09,24.14, , , 
2019-07-27 04:30:00,27.07,83.21,24.00, , , 
2019-07-27 04:45:00,27.15,84.14,24.27, , , 
2019-07-27 05:00:00,27.11,83.24,24.05, , , 
2019-07-27 05:15:00,27.02,83.55,24.03, , , 
2019-07-27 05:30:00,27.07,83.10,23.98, , , 
2019-07-27 05:45:00,27.07,83.21,24.00, , , 
2019-07-27 06:00:00,27.07,83.07,23.97, , , 
2019-07-27 06:15:00,27.28,83.16,24.20, , , 
2019-07-27 06:30:00,27.63,81.51,24.20, , , 
2019-07-27 06:45:00,27.93,81.45,24.48, , , 
2019-07-27 07:00:00,28.23,79.79,24.43, , , 
2019-07-27 07:15:00,28.95,76.67,24.47, , , 
2019-07-27 07:30:00,29.47,76.17,24.86, , , 
2019-07-27 07:45:00,30.28,72.54,24.83, , , 
2019-07-27 08:00:00,30.76,72.04,25.16, , , 
2019-07-27 08:15:00,31.53,68.47,25.05, , , 
2019-07-27 08:30:00,31.61,67.54,24.90, , , 
2019-07-27 08:45:00,32.52,64.97,25.10, , , 
2019-07-27 09:00:00,33.07,62.32,24.93, , , 
2019-07-27 09:15:00,32.56,64.73,25.08, , , 
2019-07-27 09:30:00,33.76,62.17,25.53, , , 
2019-07-27 09:45:00,33.63,61.65,25.27, , , 
2019-07-27 10:00:00,34.45,59.22,25.36, , , 
2019-07-27 10:15:00,34.36,60.23,25.56, , , 
2019-07-27 10:30:00,33.97,62.20,25.74, , , 
2019-07-27 10:45:00,35.43,58.63,26.11, , , 
2019-07-27 11:00:00,35.05,58.53,25.72, , , 
2019-07-27 11:15:00,35.05,59.34,25.95, , , 
2019-07-27 11:30:00,34.96,57.76,25.42, , , 
2019-07-27 11:45:00,35.43,57.60,25.81, , , 
2019-07-27 12:00:00,35.35,57.79,25.79, , , 
2019-07-27 12:15:00,34.57,60.26,25.77, , , 
2019-07-27 12:30:00,33.85,61.92,25.55, , , 
2019-07-27 12:45:00,33.97,61.95,25.68, , , 
2019-07-27 13:00:00,34.49,60.76,25.83, , , 
2019-07-27 13:15:00,34.79,58.78,25.55, , , 
2019-07-27 13:30:00,35.00,58.78,25.75, , , 
2019-07-27 13:45:00,34.53,60.26,25.73, , , 
2019-07-27 14:00:00,34.79,59.28,25.70, , , 
2019-07-27 14:15:00,34.19,60.73,25.54, , , 
2019-07-27 14:30:00,34.62,53.09,23.69, , , 
2019-07-27 14:45:00,34.27,57.42,24.68, , , 
2019-07-27 15:00:00,34.53,56.95,24.78, , , 
2019-07-27 15:15:00,34.27,58.19,24.90, , , 
2019-07-27 15:30:00,34.45,58.19,25.06, , , 
2019-07-27 15:45:00,34.36,59.43,25.34, , , 
2019-07-27 16:00:00,33.46,63.12,25.51, , , 
2019-07-27 16:15:00,32.13,65.88,24.97, , , 
2019-07-27 16:30:00,31.36,69.33,25.09, , , 
2019-07-27 16:45:00,30.11,72.92,24.75, , , 
2019-07-27 17:00:00,29.34,73.28,24.09, , , 
2019-07-27 17:15:00,28.91,76.64,24.42, , , 
2019-07-27 17:30:00,27.24,86.76,24.87, , , 
2019-07-27 17:45:00,26.85,89.37,24.99, , , 
2019-07-27 18:00:00,27.02,88.18,24.93, , , 
2019-07-27 18:15:00,27.02,88.18,24.93, , , 
2019-07-27 18:30:00,26.94,86.81,24.59, , , 
2019-07-27 18:45:00,26.72,88.01,24.60, , , 
2019-07-27 19:00:00,26.42,86.67,24.05, , , 
2019-07-27 19:15:00,26.42,87.48,24.21, , , 
2019-07-27 19:30:00,26.68,87.51,24.47, , , 
2019-07-27 19:45:00,26.68,87.51,24.47, , , 
2019-07-27 20:00:00,26.90,87.70,24.71, , , 
2019-07-27 20:15:00,26.94,87.73,24.76, , , 
2019-07-27 20:30:00,27.02,85.50,24.41, , , 
2019-07-27 20:45:00,26.98,84.43,24.16, , , 
2019-07-27 21:00:00,26.98,84.57,24.19, , , 
2019-07-27 21:15:00,26.94,85.78,24.38, , , 
2019-07-27 21:30:00,26.98,83.21,23.92, , , 
2019-07-27 21:45:00,26.94,85.36,24.30, , , 
2019-07-27 22:00:00,26.94,84.57,24.15, , , 
2019-07-27 22:15:00,26.85,83.98,23.95, , , 
2019-07-27 22:30:00,26.90,84.51,24.09, , , 
2019-07-27 22:45:00,26.81,84.40,23.99, , , 
2019-07-27 23:00:00,26.90,85.33,24.25, , , 
2019-07-27 23:15:00,26.90,84.40,24.07, , , 
2019-07-27 23:30:00,26.81,84.96,24.10, , , 
2019-07-27 23:45:00,26.77,84.03,23.87, , , 
2019-07-28 00:00:00,26.85,84.43,24.04, , , 
2019-07-28 00:15:00,26.90,84.99,24.19, , , 
2019-07-28 00:30:00,26.90,84.54,24.10, , , 
2019-07-28 00:45:00,26.81,84.43,23.99, , , 
2019-07-28 01:00:00,26.85,84.06,23.96, , , 
2019-07-28 01:15:00,26.85,84.51,24.05, , , 
2019-07-28 01:30:00,26.90,84.43,24.08, , , 
2019-07-28 01:45:00,26.81,84.54,24.02, , , 
2019-07-28 02:00:00,26.77,83.92,23.85, , , 
2019-07-28 02:15:00,26.81,81.79,23.46, , , 
2019-07-28 02:30:00,26.68,83.13,23.61, , , 
2019-07-28 02:45:00,26.72,81.76,23.38, , , 
2019-07-28 03:00:00,26.72,80.39,23.09, , , 
2019-07-28 03:15:00,26.68,81.71,23.32, , , 
2019-07-28 03:30:00,26.68,80.22,23.02, , , 
2019-07-28 03:45:00,26.72,81.13,23.25, , , 
2019-07-28 04:00:00,26.72,80.79,23.18, , , 
2019-07-28 04:15:00,26.77,81.33,23.33, , , 
2019-07-28 04:30:00,26.72,78.55,22.71, , , 
2019-07-28 04:45:00,26.81,77.16,22.50, , , 
2019-07-28 05:00:00,26.77,77.05,22.43, , , 
2019-07-28 05:15:00,26.77,79.01,22.85, , , 
2019-07-28 05:30:00,26.64,79.44,22.82, , , 
2019-07-28 05:45:00,26.60,79.90,22.87, , , 
2019-07-28 06:00:00,26.64,79.90,22.91, , , 
2019-07-28 06:15:00,26.81,78.49,22.78, , , 
2019-07-28 06:30:00,27.15,77.10,22.82, , , 
2019-07-28 06:45:00,27.75,75.94,23.15, , , 
2019-07-28 07:00:00,28.31,73.19,23.08, , , 
2019-07-28 07:15:00,29.04,70.44,23.14, , , 
2019-07-28 07:30:00,29.56,69.01,23.29, , , 
2019-07-28 07:45:00,30.07,66.51,23.17, , , 
2019-07-28 08:00:00,30.71,64.91,23.38, , , 
2019-07-28 08:15:00,31.14,64.49,23.68, , , 
2019-07-28 08:30:00,31.10,63.97,23.50, , , 
2019-07-28 08:45:00,31.70,63.33,23.90, , , 
2019-07-28 09:00:00,32.43,62.96,24.49, , , 
2019-07-28 09:15:00,32.99,58.97,23.92, , , 
2019-07-28 09:30:00,32.00,62.14,23.87, , , 
2019-07-28 09:45:00,31.44,63.54,23.72, , , 
2019-07-28 10:00:00,32.56,62.96,24.62, , , 
2019-07-28 10:15:00,32.04,63.39,24.24, , , 
2019-07-28 10:30:00,33.42,59.55,24.49, , , 
2019-07-28 10:45:00,33.12,59.00,24.05, , , 
2019-07-28 11:00:00,32.00,63.88,24.33, , , 
2019-07-28 11:15:00,31.92,63.88,24.25, , , 
2019-07-28 11:30:00,32.22,64.18,24.61, , , 
2019-07-28 11:45:00,31.61,65.06,24.27, , , 
2019-07-28 12:00:00,32.13,64.39,24.59, , , 
2019-07-28 12:15:00,31.70,64.33,24.16, , , 
2019-07-28 12:30:00,31.27,68.86,24.90, , , 
2019-07-28 12:45:00,28.95,78.90,24.95, , , 
2019-07-28 13:00:00,30.28,73.45,25.04, , , 
2019-07-28 13:15:00,31.61,68.44,25.12, , , 
2019-07-28 13:30:00,32.26,65.91,25.10, , , 
2019-07-28 13:45:00,31.40,66.00,24.31, , , 
2019-07-28 14:00:00,30.41,69.15,24.15, , , 
2019-07-28 14:15:00,29.90,73.42,24.66, , , 
2019-07-28 14:30:00,29.94,73.36,24.69, , , 
2019-07-28 14:45:00,29.34,77.02,24.92, , , 
2019-07-28 15:00:00,29.73,74.92,24.83, , , 
2019-07-28 15:15:00,29.90,73.86,24.76, , , 
2019-07-28 15:30:00,29.98,75.45,25.20, , , 
2019-07-28 15:45:00,29.81,76.17,25.19, , , 
2019-07-28 16:00:00,29.21,78.12,25.03, , , 
2019-07-28 16:15:00,29.38,76.20,24.78, , , 
2019-07-28 16:30:00,27.28,84.03,24.38, , , 
2019-07-28 16:45:00,27.07,87.17,24.78, , , 
2019-07-28 17:00:00,27.37,84.99,24.65, , , 
2019-07-28 17:15:00,27.54,83.33,24.49, , , 
2019-07-28 17:30:00,27.75,83.24,24.68, , , 
2019-07-28 17:45:00,27.80,83.38,24.75, , , 
2019-07-28 18:00:00,27.37,83.27,24.31, , , 
2019-07-28 18:15:00,25.87,88.81,23.91, , , 
2019-07-28 18:30:00,25.52,91.27,24.02, , , 
2019-07-28 18:45:00,25.74,92.20,24.41, , , 
2019-07-28 19:00:00,25.99,91.49,24.53, , , 
2019-07-28 19:15:00,24.19,90.17,22.51, , , 
2019-07-28 19:30:00,23.59,92.22,22.29, , , 
2019-07-28 19:45:00,23.59,93.83,22.57, , , 
2019-07-28 20:00:00,23.89,94.45,22.98, , , 
2019-07-28 20:15:00,23.98,93.61,22.92, , , 
2019-07-28 20:30:00,23.98,93.18,22.84, , , 
2019-07-28 20:45:00,24.02,93.50,22.94, , , 
2019-07-28 21:00:00,24.02,93.94,23.02, , , 
2019-07-28 21:15:00,24.11,94.07,23.12, , , 
2019-07-28 21:30:00,24.06,93.64,23.01, , , 
2019-07-28 21:45:00,24.15,93.56,23.08, , , 
2019-07-28 22:00:00,24.24,92.82,23.03, , , 
2019-07-28 22:15:00,24.28,93.15,23.13, , , 
2019-07-28 22:30:00,24.36,93.29,23.24, , , 
2019-07-28 22:45:00,24.36,93.18,23.22, , , 
2019-07-28 23:00:00,24.41,92.74,23.19, , , 
2019-07-28 23:15:00,24.58,92.03,23.23, , , 
2019-07-28 23:30:00,24.79,89.89,23.05, , , 
2019-07-28 23:45:00,24.79,90.33,23.13, , , 
2019-07-29 00:00:00,24.92,89.48,23.10, , , 
2019-07-29 00:15:00,24.84,90.33,23.17, , , 
2019-07-29 00:30:00,24.79,91.21,23.29, , , 
2019-07-29 00:45:00,24.97,92.01,23.61, , , 
2019-07-29 01:00:00,25.27,91.76,23.86, , , 
2019-07-29 01:15:00,25.44,91.68,24.01, , , 
2019-07-29 01:30:00,25.39,91.24,23.89, , , 
2019-07-29 01:45:00,25.44,88.59,23.45, , , 
2019-07-29 02:00:00,25.35,86.90,23.04, , , 
2019-07-29 02:15:00,25.44,87.82,23.30, , , 
2019-07-29 02:30:00,25.31,89.45,23.48, , , 
2019-07-29 02:45:00,25.22,89.97,23.49, , , 
2019-07-29 03:00:00,25.39,90.47,23.75, , , 
2019-07-29 03:15:00,25.48,90.39,23.82, , , 
2019-07-29 03:30:00,25.61,90.53,23.97, , , 
2019-07-29 03:45:00,25.74,90.00,24.00, , , 
2019-07-29 04:00:00,25.74,89.56,23.92, , , 
2019-07-29 04:15:00,25.69,89.09,23.79, , , 
2019-07-29 04:30:00,25.57,89.51,23.74, , , 
2019-07-29 04:45:00,25.61,90.53,23.97, , , 
2019-07-29 05:00:00,25.65,90.09,23.93, , , 
2019-07-29 05:15:00,25.74,89.67,23.94, , , 
2019-07-29 05:30:00,25.74,89.56,23.92, , , 
2019-07-29 05:45:00,25.61,90.42,23.95, , , 
