Serial Number:20485855 --

"Date Time, GMT -0400","Temp, (*F)","RH, (%)","DewPt, (*F)","Host Connect","EOF"
2019-08-08 03:45:00,77.40,84.48,72.41, , 
2019-08-08 04:00:00,77.86,85.47,73.21, , 
2019-08-08 04:15:00,78.25,86.42,73.92, , 
2019-08-08 04:30:00,78.64,86.59,74.35, , 
2019-08-08 04:45:00,78.87,87.04,74.74, , 
2019-08-08 05:00:00,79.41,86.67,75.14, , 
2019-08-08 05:15:00,79.87,86.28,75.46, , 
2019-08-08 05:30:00,79.95,84.03,74.74, , 
2019-08-08 05:45:00,80.10,84.82,75.18, , 
2019-08-08 06:00:00,80.26,84.99,75.39, , 
2019-08-08 06:15:00,80.49,83.98,75.25, , 
2019-08-08 06:30:00,81.18,82.79,75.50, , 
2019-08-08 06:45:00,81.65,81.05,75.32, , 
2019-08-08 07:00:00,82.57,80.56,76.04, , 
2019-08-08 07:15:00,84.12,78.84,76.89, , 
2019-08-08 07:30:00,85.43,75.85,76.99, , 
2019-08-08 07:45:00,85.66,73.86,76.42, , 
2019-08-08 08:00:00,85.66,72.36,75.80, , 
2019-08-08 08:15:00,87.21,71.74,77.02, , 
2019-08-08 08:30:00,87.75,73.13,78.12, , 
2019-08-08 08:45:00,89.06,69.78,77.95, , 
2019-08-08 09:00:00,92.15,63.60,78.07, , 
2019-08-08 09:15:00,95.16,59.09,78.66, , 
2019-08-08 09:30:00,98.95,54.70,79.82, , 
2019-08-08 09:45:00,99.56,50.88,78.18, , 
2019-08-08 10:00:00,100.57,52.49,80.06, , 
2019-08-08 10:15:00,101.03,51.48,79.89, , 
2019-08-08 10:30:00,101.42,51.26,80.11, , 
2019-08-08 10:45:00,101.57,49.89,79.42, , 
2019-08-08 11:00:00,102.03,50.24,80.06, , 
2019-08-08 11:15:00,102.19,49.99,80.04, , 
2019-08-08 11:30:00,104.81,47.72,81.01, , 
2019-08-08 11:45:00,102.19,49.13,79.51, , 
2019-08-08 12:00:00,98.25,53.09,78.27, , 
2019-08-08 12:15:00,95.39,57.01,77.79, , 
2019-08-08 12:30:00,98.95,51.61,78.05, , 
2019-08-08 12:45:00,103.50,47.62,79.76, , 
2019-08-08 13:00:00,101.11,50.97,79.65, , 
2019-08-08 13:15:00,103.96,46.30,79.32, , 
2019-08-08 13:30:00,98.02,53.60,78.34, , 
2019-08-08 13:45:00,95.55,55.48,77.11, , 
2019-08-08 14:00:00,94.62,56.70,76.90, , 
2019-08-08 14:15:00,94.39,57.23,76.97, , 
2019-08-08 14:30:00,94.16,57.70,77.00, , 
2019-08-08 14:45:00,92.23,59.80,76.28, , 
2019-08-08 15:00:00,91.15,63.02,76.85, , 
2019-08-08 15:15:00,89.52,65.61,76.53, , 
2019-08-08 15:30:00,89.29,66.33,76.64, , 
2019-08-08 15:45:00,88.13,67.45,76.04, , 
2019-08-08 16:00:00,88.52,66.51,75.99, , 
2019-08-08 16:15:00,87.52,68.26,75.81, , 
2019-08-08 16:30:00,87.44,69.72,76.38, , 
2019-08-08 16:45:00,86.74,69.66,75.69, , 
2019-08-08 17:00:00,86.20,68.74,74.77, , 
2019-08-08 17:15:00,85.51,70.47,74.85, , 
2019-08-08 17:30:00,85.12,72.27,75.24, , 
2019-08-08 17:45:00,84.51,72.30,74.66, , 
2019-08-08 18:00:00,83.96,74.19,74.91, , 
2019-08-08 18:15:00,83.42,76.47,75.30, , 
2019-08-08 18:30:00,82.88,77.92,75.34, , 
2019-08-08 18:45:00,82.73,79.30,75.72, , 
2019-08-08 19:00:00,82.73,79.67,75.86, , 
2019-08-08 19:15:00,82.73,79.79,75.90, , 
2019-08-08 19:30:00,82.73,79.79,75.90, , 
2019-08-08 19:45:00,82.73,79.59,75.82, , 
2019-08-08 20:00:00,82.73,79.13,75.65, , 
2019-08-08 20:15:00,82.73,79.59,75.82, , 
2019-08-08 20:30:00,82.73,79.30,75.72, , 
2019-08-08 20:45:00,82.81,80.53,76.26, , 
2019-08-08 21:00:00,82.81,78.26,75.39, , 
2019-08-08 21:15:00,82.96,78.35,75.58, , 
2019-08-08 21:30:00,82.96,77.77,75.36, , 
2019-08-08 21:45:00,82.88,77.34,75.11, , 
2019-08-08 22:00:00,82.73,77.74,75.12, , 
2019-08-08 22:15:00,82.73,77.86,75.16, , 
2019-08-08 22:30:00,82.65,78.72,75.42, , 
2019-08-08 22:45:00,82.73,78.78,75.52, , 
2019-08-08 23:00:00,82.73,78.78,75.52, , 
2019-08-08 23:15:00,82.73,78.38,75.36, , 
2019-08-08 23:30:00,82.57,77.77,74.98, , 
2019-08-08 23:45:00,82.50,78.70,75.26, , 
2019-08-09 00:00:00,82.42,78.70,75.19, , 
2019-08-09 00:15:00,82.42,79.67,75.56, , 
2019-08-09 00:30:00,82.50,81.48,76.31, , 
2019-08-09 00:45:00,82.03,82.45,76.21, , 
2019-08-09 01:00:00,81.96,82.79,76.26, , 
2019-08-09 01:15:00,81.88,83.24,76.35, , 
2019-08-09 01:30:00,81.80,83.35,76.31, , 
2019-08-09 01:45:00,81.80,82.76,76.10, , 
2019-08-09 02:00:00,81.80,81.33,75.58, , 
2019-08-09 02:15:00,81.96,81.36,75.74, , 
2019-08-09 02:30:00,81.88,81.93,75.87, , 
2019-08-09 02:45:00,81.65,82.42,75.82, , 
2019-08-09 03:00:00,81.65,82.42,75.82, , 
2019-08-09 03:15:00,81.57,81.36,75.36, , 
2019-08-09 03:30:00,81.65,80.88,75.26, , 
2019-08-09 03:45:00,81.57,81.36,75.36, , 
2019-08-09 04:00:00,81.57,82.30,75.71, , 
2019-08-09 04:15:00,81.49,82.25,75.61, , 
2019-08-09 04:30:00,81.42,82.27,75.54, , 
2019-08-09 04:45:00,81.26,81.73,75.20, , 
2019-08-09 05:00:00,81.34,81.39,75.15, , 
2019-08-09 05:15:00,81.34,81.82,75.30, , 
2019-08-09 05:30:00,81.57,81.42,75.38, , 
2019-08-09 05:45:00,81.73,81.96,75.73, , 
2019-08-09 06:00:00,81.88,81.82,75.83, , 
2019-08-09 06:15:00,82.19,81.45,75.99, , 
2019-08-09 06:30:00,82.65,80.22,75.99, , 
2019-08-09 06:45:00,83.04,80.22,76.36, , 
2019-08-09 07:00:00,83.42,78.35,76.03, , 
2019-08-09 07:15:00,84.35,77.63,76.65, , 
2019-08-09 07:30:00,85.51,75.74,77.02, , 
2019-08-09 07:45:00,86.36,74.89,77.50, , 
2019-08-09 08:00:00,89.22,69.45,77.96, , 
2019-08-09 08:15:00,89.76,70.32,78.85, , 
2019-08-09 08:30:00,91.92,66.33,79.13, , 
2019-08-09 08:45:00,91.15,67.00,78.70, , 
2019-08-09 09:00:00,93.62,63.24,79.28, , 
2019-08-09 09:15:00,94.00,62.02,79.05, , 
2019-08-09 09:30:00,94.70,61.31,79.35, , 
2019-08-09 09:45:00,95.16,60.08,79.17, , 
2019-08-09 10:00:00,97.63,56.95,79.84, , 
2019-08-09 10:15:00,98.48,56.79,80.54, , 
2019-08-09 10:30:00,99.56,54.01,80.00, , 
2019-08-09 10:45:00,100.18,53.28,80.16, , 
2019-08-09 11:00:00,102.65,51.61,81.45, , 
2019-08-09 11:15:00,103.12,49.99,80.89, , 
2019-08-09 11:30:00,102.42,51.07,80.91, , 
2019-08-09 11:45:00,101.88,52.08,81.02, , 
2019-08-09 12:00:00,103.04,51.04,81.46, , 
2019-08-09 12:15:00,102.34,50.46,80.48, , 
2019-08-09 12:30:00,101.73,51.54,80.56, , 
2019-08-09 12:45:00,100.57,52.78,80.22, , 
2019-08-09 13:00:00,103.04,48.93,80.17, , 
2019-08-09 13:15:00,103.12,48.74,80.12, , 
2019-08-09 13:30:00,104.43,46.59,79.93, , 
2019-08-09 13:45:00,104.35,47.69,80.57, , 
2019-08-09 14:00:00,103.81,47.72,80.10, , 
2019-08-09 14:15:00,99.95,52.15,79.29, , 
2019-08-09 14:30:00,99.02,53.66,79.31, , 
2019-08-09 14:45:00,96.24,55.79,77.92, , 
2019-08-09 15:00:00,95.47,57.29,78.01, , 
2019-08-09 15:15:00,94.78,56.70,77.05, , 
2019-08-09 15:30:00,93.93,58.69,77.30, , 
2019-08-09 15:45:00,94.47,56.67,76.74, , 
2019-08-09 16:00:00,94.23,58.22,77.35, , 
2019-08-09 16:15:00,95.24,55.45,76.80, , 
2019-08-09 16:30:00,94.47,56.95,76.89, , 
2019-08-09 16:45:00,92.00,60.33,76.32, , 
2019-08-09 17:00:00,92.15,60.60,76.61, , 
2019-08-09 17:15:00,91.30,61.28,76.14, , 
2019-08-09 17:30:00,89.83,63.15,75.67, , 
2019-08-09 17:45:00,88.68,63.30,74.65, , 
2019-08-09 18:00:00,87.52,65.18,74.43, , 
2019-08-09 18:15:00,86.28,67.78,74.42, , 
2019-08-09 18:30:00,85.28,68.62,73.83, , 
2019-08-09 18:45:00,84.35,70.94,73.94, , 
2019-08-09 19:00:00,83.66,72.63,73.98, , 
2019-08-09 19:15:00,83.12,74.10,74.06, , 
2019-08-09 19:30:00,82.96,75.53,74.48, , 
2019-08-09 19:45:00,82.96,75.47,74.46, , 
2019-08-09 20:00:00,82.88,75.39,74.35, , 
2019-08-09 20:15:00,82.73,75.50,74.24, , 
2019-08-09 20:30:00,82.81,74.63,73.97, , 
2019-08-09 20:45:00,82.81,73.98,73.71, , 
2019-08-09 21:00:00,82.65,74.95,73.95, , 
2019-08-09 21:15:00,82.65,75.07,74.00, , 
2019-08-09 21:30:00,82.57,75.47,74.08, , 
2019-08-09 21:45:00,82.42,75.88,74.10, , 
2019-08-09 22:00:00,82.50,75.01,73.82, , 
2019-08-09 22:15:00,82.27,76.76,74.29, , 
2019-08-09 22:30:00,82.03,76.79,74.08, , 
2019-08-09 22:45:00,81.96,76.90,74.05, , 
2019-08-09 23:00:00,81.73,78.09,74.28, , 
2019-08-09 23:15:00,81.73,77.80,74.17, , 
2019-08-09 23:30:00,81.65,78.20,74.25, , 
2019-08-09 23:45:00,81.49,77.71,73.91, , 
2019-08-10 00:00:00,81.57,78.23,74.18, , 
2019-08-10 00:15:00,81.49,77.77,73.93, , 
2019-08-10 00:30:00,81.49,78.12,74.07, , 
2019-08-10 00:45:00,81.49,77.19,73.71, , 
2019-08-10 01:00:00,81.42,78.12,73.99, , 
2019-08-10 01:15:00,81.42,78.12,73.99, , 
2019-08-10 01:30:00,81.34,78.58,74.09, , 
2019-08-10 01:45:00,81.34,79.04,74.27, , 
2019-08-10 02:00:00,81.42,79.10,74.36, , 
2019-08-10 02:15:00,81.42,78.58,74.17, , 
2019-08-10 02:30:00,81.34,79.10,74.29, , 
2019-08-10 02:45:00,81.26,78.95,74.16, , 
2019-08-10 03:00:00,81.18,79.01,74.11, , 
2019-08-10 03:15:00,81.11,79.42,74.18, , 
2019-08-10 03:30:00,80.95,79.44,74.04, , 
2019-08-10 03:45:00,80.95,78.93,73.85, , 
2019-08-10 04:00:00,80.88,78.52,73.62, , 
2019-08-10 04:15:00,81.03,79.01,73.96, , 
2019-08-10 04:30:00,80.88,78.00,73.42, , 
2019-08-10 04:45:00,79.10,79.82,72.38, , 
2019-08-10 05:00:00,77.79,80.99,71.53, , 
2019-08-10 05:15:00,77.25,80.93,70.99, , 
2019-08-10 05:30:00,77.25,82.81,71.66, , 
2019-08-10 05:45:00,77.40,85.38,72.72, , 
2019-08-10 06:00:00,77.79,86.37,73.44, , 
2019-08-10 06:15:00,78.33,85.61,73.71, , 
2019-08-10 06:30:00,79.56,82.16,73.69, , 
2019-08-10 06:45:00,80.41,80.42,73.88, , 
2019-08-10 07:00:00,80.95,79.90,74.22, , 
2019-08-10 07:15:00,81.42,79.50,74.52, , 
2019-08-10 07:30:00,81.49,78.70,74.29, , 
2019-08-10 07:45:00,84.58,75.65,76.09, , 
2019-08-10 08:00:00,86.67,71.48,76.39, , 
2019-08-10 08:15:00,89.83,65.88,76.94, , 
2019-08-10 08:30:00,86.90,66.36,74.38, , 
2019-08-10 08:45:00,88.44,63.27,74.41, , 
2019-08-10 09:00:00,92.07,60.33,76.40, , 
2019-08-10 09:15:00,95.47,56.51,77.59, , 
2019-08-10 09:30:00,96.09,55.79,77.78, , 
2019-08-10 09:45:00,97.01,54.57,77.96, , 
2019-08-10 10:00:00,97.56,53.82,78.04, , 
2019-08-10 10:15:00,98.71,51.58,77.82, , 
2019-08-10 10:30:00,99.87,50.81,78.43, , 
2019-08-10 10:45:00,99.56,50.78,78.12, , 
2019-08-10 11:00:00,101.34,48.81,78.54, , 
2019-08-10 11:15:00,101.73,48.10,78.45, , 
2019-08-10 11:30:00,102.42,47.27,78.55, , 
2019-08-10 11:45:00,103.12,46.85,78.91, , 
2019-08-10 12:00:00,102.42,46.46,78.02, , 
2019-08-10 12:15:00,102.50,47.08,78.49, , 
2019-08-10 12:30:00,104.20,45.79,79.18, , 
2019-08-10 12:45:00,104.20,44.43,78.27, , 
2019-08-10 13:00:00,104.51,44.46,78.57, , 
2019-08-10 13:15:00,104.12,45.50,78.92, , 
2019-08-10 13:30:00,103.19,45.79,78.28, , 
2019-08-10 13:45:00,102.50,45.95,77.76, , 
2019-08-10 14:00:00,103.58,45.27,78.28, , 
2019-08-10 14:15:00,102.65,46.50,78.26, , 
2019-08-10 14:30:00,102.81,45.75,77.91, , 
2019-08-10 14:45:00,103.81,44.69,78.10, , 
2019-08-10 15:00:00,102.50,45.69,77.58, , 
2019-08-10 15:15:00,102.19,44.91,76.79, , 
2019-08-10 15:30:00,100.88,46.43,76.60, , 
2019-08-10 15:45:00,99.64,47.43,76.13, , 
2019-08-10 16:00:00,99.10,47.91,75.94, , 
2019-08-10 16:15:00,96.47,50.05,74.86, , 
2019-08-10 16:30:00,95.78,50.34,74.39, , 
2019-08-10 16:45:00,94.62,52.05,74.33, , 
2019-08-10 17:00:00,92.38,55.26,74.05, , 
2019-08-10 17:15:00,91.30,58.72,74.86, , 
2019-08-10 17:30:00,88.91,61.83,74.16, , 
2019-08-10 17:45:00,87.44,63.45,73.55, , 
2019-08-10 18:00:00,86.36,65.58,73.51, , 
2019-08-10 18:15:00,85.51,67.21,73.43, , 
2019-08-10 18:30:00,84.81,68.05,73.14, , 
2019-08-10 18:45:00,83.96,69.87,73.12, , 
2019-08-10 19:00:00,83.50,70.70,73.03, , 
2019-08-10 19:15:00,83.27,70.64,72.78, , 
2019-08-10 19:30:00,83.27,71.21,73.02, , 
2019-08-10 19:45:00,83.35,70.26,72.69, , 
2019-08-10 20:00:00,83.19,69.72,72.32, , 
2019-08-10 20:15:00,82.96,70.73,72.52, , 
2019-08-10 20:30:00,82.88,70.70,72.44, , 
2019-08-10 20:45:00,82.81,69.27,71.76, , 
2019-08-10 21:00:00,82.65,70.17,71.99, , 
2019-08-10 21:15:00,82.50,70.26,71.88, , 
2019-08-10 21:30:00,82.50,70.70,72.07, , 
2019-08-10 21:45:00,82.34,71.09,72.08, , 
2019-08-10 22:00:00,82.27,72.10,72.42, , 
2019-08-10 22:15:00,82.19,71.21,71.98, , 
2019-08-10 22:30:00,82.11,73.89,73.01, , 
2019-08-10 22:45:00,81.96,74.04,72.92, , 
2019-08-10 23:00:00,81.96,73.57,72.73, , 
2019-08-10 23:15:00,81.65,76.67,73.66, , 
2019-08-10 23:30:00,80.64,78.03,73.21, , 
2019-08-10 23:45:00,80.57,79.07,73.53, , 
2019-08-11 00:00:00,80.64,77.57,73.03, , 
2019-08-11 00:15:00,80.72,77.10,72.93, , 
2019-08-11 00:30:00,80.64,77.51,73.01, , 
2019-08-11 00:45:00,80.49,76.55,72.49, , 
2019-08-11 01:00:00,80.49,76.15,72.33, , 
2019-08-11 01:15:00,80.34,77.57,72.73, , 
2019-08-11 01:30:00,80.64,77.97,73.19, , 
2019-08-11 01:45:00,80.72,74.80,72.03, , 
2019-08-11 02:00:00,80.72,74.33,71.84, , 
2019-08-11 02:15:00,80.57,74.69,71.83, , 
2019-08-11 02:30:00,80.41,74.83,71.74, , 
2019-08-11 02:45:00,80.26,74.13,71.31, , 
2019-08-11 03:00:00,80.26,74.83,71.59, , 
2019-08-11 03:15:00,80.26,75.71,71.94, , 
2019-08-11 03:30:00,80.34,74.28,71.45, , 
2019-08-11 03:45:00,80.41,74.66,71.67, , 
2019-08-11 04:00:00,80.57,74.69,71.83, , 
2019-08-11 04:15:00,80.57,75.33,72.09, , 
2019-08-11 04:30:00,80.41,75.30,71.93, , 
2019-08-11 04:45:00,80.57,75.62,72.20, , 
2019-08-11 05:00:00,80.64,75.27,72.14, , 
2019-08-11 05:15:00,80.64,75.21,72.11, , 
2019-08-11 05:30:00,80.49,73.25,71.18, , 
2019-08-11 05:45:00,80.64,76.26,72.53, , 
2019-08-11 06:00:00,80.57,75.21,72.04, , 
2019-08-11 06:15:00,80.95,76.73,73.01, , 
2019-08-11 06:30:00,82.11,75.33,73.58, , 
2019-08-11 06:45:00,83.42,73.63,74.16, , 
2019-08-11 07:00:00,84.43,72.36,74.61, , 
2019-08-11 07:15:00,85.66,71.09,75.26, , 
2019-08-11 07:30:00,86.74,69.57,75.65, , 
2019-08-11 07:45:00,88.13,64.24,74.58, , 
2019-08-11 08:00:00,89.37,62.35,74.85, , 
2019-08-11 08:15:00,91.53,60.30,75.87, , 
2019-08-11 08:30:00,94.08,56.39,76.23, , 
2019-08-11 08:45:00,95.08,54.16,75.95, , 
2019-08-11 09:00:00,96.24,52.97,76.35, , 
2019-08-11 09:15:00,94.08,55.89,75.97, , 
2019-08-11 09:30:00,95.16,53.94,75.90, , 
2019-08-11 09:45:00,97.48,51.70,76.75, , 
2019-08-11 10:00:00,98.17,51.73,77.41, , 
2019-08-11 10:15:00,98.64,50.02,76.82, , 
2019-08-11 10:30:00,101.26,48.26,78.13, , 
2019-08-11 10:45:00,98.95,50.50,77.39, , 
2019-08-11 11:00:00,99.49,49.54,77.30, , 
2019-08-11 11:15:00,99.25,50.24,77.52, , 
2019-08-11 11:30:00,97.86,54.35,78.63, , 
2019-08-11 11:45:00,101.34,48.33,78.24, , 
2019-08-11 12:00:00,103.42,45.46,78.27, , 
2019-08-11 12:15:00,103.04,47.11,79.00, , 
2019-08-11 12:30:00,104.89,45.30,79.49, , 
2019-08-11 12:45:00,103.89,44.95,78.34, , 
2019-08-11 13:00:00,102.96,45.79,78.07, , 
2019-08-11 13:15:00,105.05,42.84,77.92, , 
2019-08-11 13:30:00,106.82,43.29,79.83, , 
2019-08-11 13:45:00,107.21,41.11,78.60, , 
2019-08-11 14:00:00,106.44,42.64,79.02, , 
2019-08-11 14:15:00,105.74,42.93,78.61, , 
2019-08-11 14:30:00,105.35,43.45,78.63, , 
2019-08-11 14:45:00,103.96,44.43,78.06, , 
2019-08-11 15:00:00,104.81,43.68,78.31, , 
2019-08-11 15:15:00,104.51,42.84,77.44, , 
2019-08-11 15:30:00,102.03,44.62,76.45, , 
2019-08-11 15:45:00,102.11,45.46,77.09, , 
2019-08-11 16:00:00,100.49,47.43,76.90, , 
2019-08-11 16:15:00,97.25,50.62,75.91, , 
2019-08-11 16:30:00,95.32,52.37,75.15, , 
2019-08-11 16:45:00,93.31,55.58,75.08, , 
2019-08-11 17:00:00,92.38,57.07,75.02, , 
2019-08-11 17:15:00,90.76,59.22,74.61, , 
2019-08-11 17:30:00,88.75,62.32,74.25, , 
2019-08-11 17:45:00,88.29,62.78,74.03, , 
2019-08-11 18:00:00,87.36,62.69,73.12, , 
2019-08-11 18:15:00,84.66,67.39,72.71, , 
2019-08-11 18:30:00,82.81,72.51,73.11, , 
2019-08-11 18:45:00,82.11,75.97,73.83, , 
2019-08-11 19:00:00,81.88,77.16,74.07, , 
2019-08-11 19:15:00,81.57,78.55,74.31, , 
2019-08-11 19:30:00,81.49,78.70,74.29, , 
2019-08-11 19:45:00,81.49,77.60,73.87, , 
2019-08-11 20:00:00,81.49,77.31,73.75, , 
2019-08-11 20:15:00,81.42,77.71,73.84, , 
2019-08-11 20:30:00,81.49,78.23,74.11, , 
2019-08-11 20:45:00,81.57,77.71,73.99, , 
2019-08-11 21:00:00,81.49,77.60,73.87, , 
2019-08-11 21:15:00,81.57,77.19,73.78, , 
2019-08-11 21:30:00,81.65,76.38,73.54, , 
2019-08-11 21:45:00,81.65,76.20,73.47, , 
2019-08-11 22:00:00,81.65,76.84,73.72, , 
2019-08-11 22:15:00,81.65,77.13,73.84, , 
2019-08-11 22:30:00,81.73,77.28,73.97, , 
2019-08-11 22:45:00,81.80,77.80,74.24, , 
2019-08-11 23:00:00,81.73,76.20,73.55, , 
2019-08-11 23:15:00,81.80,76.23,73.64, , 
2019-08-11 23:30:00,81.88,75.82,73.55, , 
2019-08-11 23:45:00,81.96,76.29,73.81, , 
2019-08-12 00:00:00,81.88,76.81,73.94, , 
2019-08-12 00:15:00,81.88,78.64,74.64, , 
2019-08-12 00:30:00,81.80,76.70,73.82, , 
2019-08-12 00:45:00,81.65,77.74,74.07, , 
2019-08-12 01:00:00,81.57,78.12,74.14, , 
2019-08-12 01:15:00,81.57,75.91,73.29, , 
2019-08-12 01:30:00,81.42,76.64,73.42, , 
2019-08-12 01:45:00,81.49,78.58,74.24, , 
2019-08-12 02:00:00,81.18,78.15,73.78, , 
2019-08-12 02:15:00,81.11,77.25,73.36, , 
2019-08-12 02:30:00,80.95,78.58,73.72, , 
2019-08-12 02:45:00,80.80,78.09,73.38, , 
2019-08-12 03:00:00,80.80,78.98,73.72, , 
2019-08-12 03:15:00,80.88,79.39,73.95, , 
2019-08-12 03:30:00,80.88,79.90,74.14, , 
2019-08-12 03:45:00,80.88,79.04,73.82, , 
2019-08-12 04:00:00,80.88,78.98,73.79, , 
2019-08-12 04:15:00,80.80,79.44,73.89, , 
2019-08-12 04:30:00,80.72,78.49,73.46, , 
2019-08-12 04:45:00,80.72,79.01,73.66, , 
2019-08-12 05:00:00,80.80,79.39,73.87, , 
2019-08-12 05:15:00,80.95,78.18,73.56, , 
2019-08-12 05:30:00,80.80,78.09,73.38, , 
2019-08-12 05:45:00,80.72,77.57,73.11, , 
2019-08-12 06:00:00,80.57,75.80,72.27, , 
2019-08-12 06:15:00,80.72,77.22,72.97, , 
2019-08-12 06:30:00,80.95,78.58,73.72, , 
2019-08-12 06:45:00,82.11,76.84,74.17, , 
2019-08-12 07:00:00,83.66,73.66,74.40, , 
2019-08-12 07:15:00,85.20,71.42,74.96, , 
2019-08-12 07:30:00,86.67,70.20,75.84, , 
2019-08-12 07:45:00,88.60,67.81,76.64, , 
2019-08-12 08:00:00,90.76,63.73,76.82, , 
2019-08-12 08:15:00,91.76,62.84,77.34, , 
2019-08-12 08:30:00,93.39,60.97,77.95, , 
2019-08-12 08:45:00,92.46,61.65,77.41, , 
2019-08-12 09:00:00,91.76,62.84,77.34, , 
2019-08-12 09:15:00,93.77,59.22,77.42, , 
2019-08-12 09:30:00,93.39,59.43,77.17, , 
2019-08-12 09:45:00,96.01,56.54,78.11, , 
2019-08-12 10:00:00,97.79,54.38,78.57, , 
2019-08-12 10:15:00,100.03,51.89,79.21, , 
2019-08-12 10:30:00,100.34,51.10,79.02, , 
2019-08-12 10:45:00,101.34,50.46,79.56, , 
2019-08-12 11:00:00,102.27,48.39,79.12, , 
2019-08-12 11:15:00,103.19,46.59,78.81, , 
2019-08-12 11:30:00,103.58,46.82,79.31, , 
2019-08-12 11:45:00,104.58,45.88,79.60, , 
2019-08-12 12:00:00,101.88,47.24,78.04, , 
2019-08-12 12:15:00,101.96,47.52,78.29, , 
2019-08-12 12:30:00,103.27,46.53,78.84, , 
2019-08-12 12:45:00,104.51,45.53,79.29, , 
2019-08-12 13:00:00,102.65,46.56,78.30, , 
2019-08-12 13:15:00,103.81,45.75,78.81, , 
2019-08-12 13:30:00,102.11,47.04,78.12, , 
2019-08-12 13:45:00,104.12,44.98,78.57, , 
2019-08-12 14:00:00,105.12,44.49,79.14, , 
2019-08-12 14:15:00,102.19,46.79,78.02, , 
2019-08-12 14:30:00,101.57,48.10,78.31, , 
2019-08-12 14:45:00,100.88,49.09,78.30, , 
2019-08-12 15:00:00,100.80,49.09,78.22, , 
2019-08-12 15:15:00,97.86,52.05,77.31, , 
2019-08-12 15:30:00,97.40,53.28,77.60, , 
2019-08-12 15:45:00,99.33,51.39,78.27, , 
2019-08-12 16:00:00,99.33,50.85,77.95, , 
2019-08-12 16:15:00,96.78,53.00,76.86, , 
2019-08-12 16:30:00,95.08,53.38,75.51, , 
2019-08-12 16:45:00,94.54,54.13,75.43, , 
2019-08-12 17:00:00,92.38,56.04,74.47, , 
2019-08-12 17:15:00,90.30,59.93,74.53, , 
2019-08-12 17:30:00,88.75,62.32,74.25, , 
2019-08-12 17:45:00,87.67,63.97,74.01, , 
2019-08-12 18:00:00,86.90,65.85,74.15, , 
2019-08-12 18:15:00,86.13,68.08,74.41, , 
2019-08-12 18:30:00,85.74,69.51,74.66, , 
2019-08-12 18:45:00,84.89,70.44,74.25, , 
2019-08-12 19:00:00,84.51,70.41,73.86, , 
2019-08-12 19:15:00,84.12,70.76,73.64, , 
2019-08-12 19:30:00,83.89,72.24,74.04, , 
2019-08-12 19:45:00,83.89,72.83,74.28, , 
2019-08-12 20:00:00,83.89,72.69,74.22, , 
2019-08-12 20:15:00,83.73,73.78,74.52, , 
2019-08-12 20:30:00,83.58,71.68,73.51, , 
2019-08-12 20:45:00,83.42,73.60,74.15, , 
2019-08-12 21:00:00,83.35,75.62,74.89, , 
2019-08-12 21:15:00,83.27,74.04,74.18, , 
2019-08-12 21:30:00,83.35,74.22,74.33, , 
2019-08-12 21:45:00,83.19,73.98,74.08, , 
2019-08-12 22:00:00,83.35,74.16,74.30, , 
2019-08-12 22:15:00,83.35,74.60,74.48, , 
2019-08-12 22:30:00,83.42,74.69,74.59, , 
2019-08-12 22:45:00,83.35,75.62,74.89, , 
2019-08-12 23:00:00,83.12,77.37,75.35, , 
2019-08-12 23:15:00,82.57,76.84,74.62, , 
2019-08-12 23:30:00,82.65,75.97,74.35, , 
2019-08-12 23:45:00,82.73,75.56,74.27, , 
2019-08-13 00:00:00,82.73,75.04,74.06, , 
2019-08-13 00:15:00,82.88,75.94,74.57, , 
2019-08-13 00:30:00,82.81,74.57,73.95, , 
2019-08-13 00:45:00,82.81,72.60,73.15, , 
2019-08-13 01:00:00,82.81,74.04,73.73, , 
2019-08-13 01:15:00,82.65,74.60,73.81, , 
2019-08-13 01:30:00,82.42,75.88,74.10, , 
2019-08-13 01:45:00,82.11,76.26,73.95, , 
2019-08-13 02:00:00,82.19,77.22,74.39, , 
2019-08-13 02:15:00,82.19,76.79,74.22, , 
2019-08-13 02:30:00,82.19,75.04,73.54, , 
2019-08-13 02:45:00,82.03,75.42,73.54, , 
2019-08-13 03:00:00,81.96,75.77,73.60, , 
2019-08-13 03:15:00,81.88,73.98,72.82, , 
2019-08-13 03:30:00,81.65,74.48,72.79, , 
2019-08-13 03:45:00,81.65,74.92,72.97, , 
2019-08-13 04:00:00,81.65,73.36,72.35, , 
2019-08-13 04:15:00,81.65,74.36,72.75, , 
2019-08-13 04:30:00,81.42,72.86,71.92, , 
2019-08-13 04:45:00,81.26,72.89,71.78, , 
2019-08-13 05:00:00,81.18,72.89,71.71, , 
2019-08-13 05:15:00,81.34,74.83,72.64, , 
2019-08-13 05:30:00,81.34,75.36,72.84, , 
2019-08-13 05:45:00,81.26,75.33,72.76, , 
2019-08-13 06:00:00,81.42,75.77,73.08, , 
2019-08-13 06:15:00,81.73,75.27,73.18, , 
2019-08-13 06:30:00,82.34,71.53,72.26, , 
2019-08-13 06:45:00,83.50,70.20,72.81, , 
2019-08-13 07:00:00,84.58,69.54,73.57, , 
2019-08-13 07:15:00,86.05,67.63,74.13, , 
2019-08-13 07:30:00,87.29,66.15,74.65, , 
2019-08-13 07:45:00,88.83,64.55,75.38, , 
