Serial Number:20485855 --

"Date Time, GMT -0400","Temp, (*F)","RH, (%)","DewPt, (*F)","Host Connect","Button Down","EOF"
2019-09-15 14:00:00,84.12,81.79,78.01, , , 
2019-09-15 14:15:00,84.74,81.71,78.58, , , 
2019-09-15 14:30:00,85.12,80.45,78.48, , , 
2019-09-15 14:45:00,85.20,80.82,78.70, , , 
2019-09-15 15:00:00,85.59,77.71,77.88, , , 
2019-09-15 15:15:00,85.74,77.19,77.82, , , 
2019-09-15 15:30:00,86.05,74.98,77.24, , , 
2019-09-15 15:45:00,86.51,75.50,77.90, , , 
2019-09-15 16:00:00,86.51,74.83,77.63, , , 
2019-09-15 16:15:00,86.28,74.48,77.26, , , 
2019-09-15 16:30:00,86.67,74.07,77.47, , , 
2019-09-15 16:45:00,86.59,73.48,77.15, , , 
2019-09-15 17:00:00,86.13,74.51,77.12, , , 
2019-09-15 17:15:00,85.90,74.89,77.06, , , 
2019-09-15 17:30:00,85.43,76.32,77.18, , , 
2019-09-15 17:45:00,84.89,76.55,76.75, , , 
2019-09-15 18:00:00,84.43,77.05,76.50, , , 
2019-09-15 18:15:00,83.89,77.10,75.99, , , 
2019-09-15 18:30:00,83.42,78.00,75.89, , , 
2019-09-15 18:45:00,82.96,79.33,75.95, , , 
2019-09-15 19:00:00,82.81,80.08,76.08, , , 
2019-09-15 19:15:00,82.81,80.08,76.08, , , 
2019-09-15 19:30:00,82.88,79.21,75.83, , , 
2019-09-15 19:45:00,83.12,77.94,75.57, , , 
2019-09-15 20:00:00,82.65,80.10,75.94, , , 
2019-09-15 20:15:00,81.80,80.48,75.26, , , 
2019-09-15 20:30:00,81.11,85.41,76.37, , , 
2019-09-15 20:45:00,81.49,83.64,76.11, , , 
2019-09-15 21:00:00,81.96,82.81,76.27, , , 
2019-09-15 21:15:00,82.19,82.33,76.32, , , 
2019-09-15 21:30:00,82.19,80.59,75.68, , , 
2019-09-15 21:45:00,82.34,81.88,76.30, , , 
2019-09-15 22:00:00,82.34,79.73,75.50, , , 
2019-09-15 22:15:00,82.42,81.08,76.08, , , 
2019-09-15 22:30:00,82.19,81.05,75.85, , , 
2019-09-15 22:45:00,82.03,80.96,75.66, , , 
2019-09-15 23:00:00,82.27,81.56,76.11, , , 
2019-09-15 23:15:00,82.34,82.36,76.48, , , 
2019-09-15 23:30:00,82.42,83.41,76.94, , , 
2019-09-15 23:45:00,82.11,78.26,74.72, , , 
2019-09-16 00:00:00,81.49,80.05,74.80, , , 
2019-09-16 00:15:00,81.26,84.17,76.08, , , 
2019-09-16 00:30:00,81.42,81.02,75.08, , , 
2019-09-16 00:45:00,81.80,80.53,75.28, , , 
2019-09-16 01:00:00,82.03,81.02,75.69, , , 
2019-09-16 01:15:00,82.27,80.48,75.71, , , 
2019-09-16 01:30:00,81.96,81.93,75.95, , , 
2019-09-16 01:45:00,81.42,83.18,75.88, , , 
2019-09-16 02:00:00,80.57,84.54,75.53, , , 
2019-09-16 02:15:00,79.18,83.49,73.80, , , 
2019-09-16 02:30:00,78.64,87.34,74.61, , , 
2019-09-16 02:45:00,78.64,85.55,73.99, , , 
2019-09-16 03:00:00,78.95,83.81,73.68, , , 
2019-09-16 03:15:00,79.10,84.40,74.04, , , 
2019-09-16 03:30:00,79.64,83.52,74.26, , , 
2019-09-16 03:45:00,80.34,83.52,74.94, , , 
2019-09-16 04:00:00,80.72,84.14,75.54, , , 
2019-09-16 04:15:00,80.34,87.26,76.26, , , 
2019-09-16 04:30:00,80.10,86.34,75.71, , , 
2019-09-16 04:45:00,80.10,87.09,75.97, , , 
2019-09-16 05:00:00,80.41,88.04,76.60, , , 
2019-09-16 05:15:00,80.57,86.28,76.14, , , 
2019-09-16 05:30:00,81.03,84.17,75.85, , , 
2019-09-16 05:45:00,81.57,82.42,75.75, , , 
2019-09-16 06:00:00,81.88,83.21,76.34, , , 
2019-09-16 06:15:00,82.42,80.19,75.75, , , 
2019-09-16 06:30:00,82.73,78.67,75.47, , , 
2019-09-16 06:45:00,83.19,81.16,76.87, , , 
2019-09-16 07:00:00,84.20,78.38,76.79, , , 
2019-09-16 07:15:00,85.05,77.16,77.14, , , 
2019-09-16 07:30:00,86.59,74.36,77.51, , , 
2019-09-16 07:45:00,86.98,75.42,78.31, , , 
2019-09-16 08:00:00,87.67,73.69,78.28, , , 
2019-09-16 08:15:00,88.44,72.13,78.37, , , 
2019-09-16 08:30:00,88.06,69.33,76.80, , , 
2019-09-16 08:45:00,89.45,69.06,78.01, , , 
2019-09-16 09:00:00,90.91,67.24,78.59, , , 
2019-09-16 09:15:00,91.61,66.06,78.71, , , 
2019-09-16 09:30:00,92.00,63.85,78.04, , , 
2019-09-16 09:45:00,97.17,59.25,80.62, , , 
2019-09-16 10:00:00,98.56,56.54,80.48, , , 
2019-09-16 10:15:00,97.63,56.98,79.85, , , 
2019-09-16 10:30:00,98.56,55.98,80.17, , , 
2019-09-16 10:45:00,98.79,55.23,79.98, , , 
2019-09-16 11:00:00,101.26,52.24,80.55, , , 
2019-09-16 11:15:00,100.57,53.54,80.66, , , 
2019-09-16 11:30:00,96.24,59.65,79.96, , , 
2019-09-16 11:45:00,92.07,66.09,79.17, , , 
2019-09-16 12:00:00,90.53,67.69,78.43, , , 
2019-09-16 12:15:00,84.66,74.77,75.82, , , 
2019-09-16 12:30:00,83.19,80.13,76.48, , , 
2019-09-16 12:45:00,84.04,80.79,77.56, , , 
2019-09-16 13:00:00,87.05,76.44,78.80, , , 
2019-09-16 13:15:00,87.75,64.46,74.31, , , 
2019-09-16 13:30:00,85.74,73.31,76.26, , , 
2019-09-16 13:45:00,84.27,73.31,74.85, , , 
2019-09-16 14:00:00,82.73,80.13,76.03, , , 
2019-09-16 14:15:00,83.04,80.73,76.56, , , 
2019-09-16 14:30:00,83.27,77.97,75.73, , , 
2019-09-16 14:45:00,83.81,78.44,76.44, , , 
2019-09-16 15:00:00,84.43,78.52,77.07, , , 
2019-09-16 15:15:00,85.12,76.64,77.01, , , 
2019-09-16 15:30:00,86.13,75.45,77.50, , , 
2019-09-16 15:45:00,86.59,74.54,77.58, , , 
2019-09-16 16:00:00,86.74,75.42,78.09, , , 
2019-09-16 16:15:00,86.36,75.82,77.88, , , 
2019-09-16 16:30:00,86.20,76.41,77.96, , , 
2019-09-16 16:45:00,86.05,75.80,77.57, , , 
2019-09-16 17:00:00,85.20,74.30,76.15, , , 
2019-09-16 17:15:00,84.58,75.18,75.91, , , 
2019-09-16 17:30:00,84.04,78.00,76.49, , , 
2019-09-16 17:45:00,83.81,79.39,76.80, , , 
2019-09-16 18:00:00,83.50,80.16,76.79, , , 
2019-09-16 18:15:00,83.12,81.11,76.77, , , 
2019-09-16 18:30:00,82.96,82.47,77.13, , , 
2019-09-16 18:45:00,82.96,81.99,76.95, , , 
2019-09-16 19:00:00,81.65,77.19,73.86, , , 
2019-09-16 19:15:00,80.10,77.92,72.64, , , 
2019-09-16 19:30:00,79.41,77.02,71.62, , , 
2019-09-16 19:45:00,79.41,77.54,71.82, , , 
2019-09-16 20:00:00,79.18,80.22,72.60, , , 
2019-09-16 20:15:00,79.10,81.99,73.18, , , 
2019-09-16 20:30:00,79.18,82.56,73.46, , , 
2019-09-16 20:45:00,79.25,83.95,74.03, , , 
2019-09-16 21:00:00,79.41,84.74,74.46, , , 
2019-09-16 21:15:00,79.56,84.46,74.52, , , 
2019-09-16 21:30:00,79.72,83.86,74.46, , , 
2019-09-16 21:45:00,79.95,83.89,74.69, , , 
2019-09-16 22:00:00,80.10,84.37,75.02, , , 
2019-09-16 22:15:00,80.34,84.88,75.42, , , 
2019-09-16 22:30:00,80.57,85.33,75.81, , , 
2019-09-16 22:45:00,80.72,85.95,76.18, , , 
2019-09-16 23:00:00,80.95,86.31,76.53, , , 
2019-09-16 23:15:00,81.18,86.45,76.81, , , 
2019-09-16 23:30:00,81.49,86.06,76.98, , , 
2019-09-16 23:45:00,81.65,82.87,75.99, , , 
2019-09-17 00:00:00,82.03,82.90,76.38, , , 
2019-09-17 00:15:00,82.27,81.39,76.05, , , 
2019-09-17 00:30:00,82.42,82.96,76.77, , , 
2019-09-17 00:45:00,82.34,82.93,76.69, , , 
2019-09-17 01:00:00,82.19,82.47,76.37, , , 
2019-09-17 01:15:00,82.03,81.36,75.81, , , 
2019-09-17 01:30:00,81.88,81.36,75.66, , , 
2019-09-17 01:45:00,81.88,82.79,76.18, , , 
2019-09-17 02:00:00,81.96,80.56,75.44, , , 
2019-09-17 02:15:00,81.80,82.45,75.98, , , 
2019-09-17 02:30:00,81.88,81.02,75.53, , , 
2019-09-17 02:45:00,81.80,80.59,75.30, , , 
2019-09-17 03:00:00,81.80,80.59,75.30, , , 
2019-09-17 03:15:00,81.88,80.59,75.38, , , 
2019-09-17 03:30:00,81.73,80.88,75.33, , , 
2019-09-17 03:45:00,81.88,81.99,75.89, , , 
2019-09-17 04:00:00,82.03,80.91,75.64, , , 
2019-09-17 04:15:00,81.96,81.93,75.95, , , 
2019-09-17 04:30:00,81.88,81.08,75.56, , , 
2019-09-17 04:45:00,81.80,80.99,75.45, , , 
2019-09-17 05:00:00,81.65,82.73,75.94, , , 
2019-09-17 05:15:00,81.73,82.30,75.86, , , 
2019-09-17 05:30:00,81.73,82.90,76.07, , , 
2019-09-17 05:45:00,81.88,81.88,75.85, , , 
2019-09-17 06:00:00,81.88,82.79,76.18, , , 
2019-09-17 06:15:00,82.03,81.85,75.99, , , 
2019-09-17 06:30:00,81.96,83.35,76.47, , , 
2019-09-17 06:45:00,82.65,83.01,77.02, , , 
2019-09-17 07:00:00,83.35,80.13,76.63, , , 
2019-09-17 07:15:00,83.96,78.87,76.75, , , 
2019-09-17 07:30:00,84.97,77.51,77.20, , , 
2019-09-17 07:45:00,85.74,75.88,77.31, , , 
2019-09-17 08:00:00,86.74,74.51,77.72, , , 
2019-09-17 08:15:00,88.21,71.24,77.77, , , 
2019-09-17 08:30:00,91.22,65.76,78.21, , , 
2019-09-17 08:45:00,93.23,63.73,79.15, , , 
2019-09-17 09:00:00,95.62,61.40,80.27, , , 
2019-09-17 09:15:00,97.17,57.42,79.66, , , 
2019-09-17 09:30:00,97.94,55.95,79.58, , , 
2019-09-17 09:45:00,98.79,54.70,79.68, , , 
2019-09-17 10:00:00,100.10,52.75,79.78, , , 
2019-09-17 10:15:00,102.34,50.78,80.67, , , 
2019-09-17 10:30:00,101.96,51.23,80.58, , , 
2019-09-17 10:45:00,103.27,50.88,81.58, , , 
2019-09-17 11:00:00,103.12,50.24,81.05, , , 
2019-09-17 11:15:00,101.80,51.83,80.80, , , 
2019-09-17 11:30:00,101.65,52.34,80.96, , , 
2019-09-17 11:45:00,102.42,51.26,81.03, , , 
2019-09-17 12:00:00,101.42,50.46,79.63, , , 
2019-09-17 12:15:00,103.66,47.97,80.12, , , 
2019-09-17 12:30:00,105.66,46.95,81.28, , , 
2019-09-17 12:45:00,105.66,46.21,80.79, , , 
2019-09-17 13:00:00,105.35,47.46,81.33, , , 
2019-09-17 13:15:00,102.96,48.39,79.75, , , 
2019-09-17 13:30:00,99.87,52.97,79.69, , , 
2019-09-17 13:45:00,101.57,50.69,79.91, , , 
2019-09-17 14:00:00,102.57,49.41,80.04, , , 
2019-09-17 14:15:00,102.03,50.24,80.06, , , 
2019-09-17 14:30:00,102.11,50.46,80.27, , , 
2019-09-17 14:45:00,98.56,53.91,79.02, , , 
2019-09-17 15:00:00,96.40,57.14,78.79, , , 
2019-09-17 15:15:00,96.71,52.46,76.48, , , 
2019-09-17 15:30:00,95.24,55.76,76.97, , , 
2019-09-17 15:45:00,94.39,57.23,76.97, , , 
2019-09-17 16:00:00,93.69,55.07,75.17, , , 
2019-09-17 16:15:00,92.77,56.04,74.83, , , 
2019-09-17 16:30:00,92.00,57.79,75.03, , , 
2019-09-17 16:45:00,91.22,58.72,74.79, , , 
2019-09-17 17:00:00,90.22,58.38,73.68, , , 
2019-09-17 17:15:00,89.14,61.59,74.26, , , 
2019-09-17 17:30:00,88.21,64.52,74.78, , , 
2019-09-17 17:45:00,87.21,66.39,74.69, , , 
2019-09-17 18:00:00,86.20,67.72,74.32, , , 
2019-09-17 18:15:00,85.59,68.68,74.15, , , 
2019-09-17 18:30:00,84.89,69.96,74.04, , , 
2019-09-17 18:45:00,84.58,70.38,73.92, , , 
2019-09-17 19:00:00,84.43,70.76,73.94, , , 
2019-09-17 19:15:00,84.43,71.83,74.39, , , 
2019-09-17 19:30:00,84.20,72.36,74.39, , , 
2019-09-17 19:45:00,83.89,73.75,74.66, , , 
2019-09-17 20:00:00,83.73,73.75,74.51, , , 
2019-09-17 20:15:00,83.66,74.13,74.59, , , 
2019-09-17 20:30:00,83.50,75.53,75.00, , , 
2019-09-17 20:45:00,83.27,75.50,74.77, , , 
2019-09-17 21:00:00,83.19,76.38,75.04, , , 
2019-09-17 21:15:00,83.04,77.02,75.14, , , 
2019-09-17 21:30:00,82.96,78.41,75.60, , , 
2019-09-17 21:45:00,82.96,76.35,74.80, , , 
2019-09-17 22:00:00,83.12,75.12,74.47, , , 
2019-09-17 22:15:00,82.96,74.10,73.91, , , 
2019-09-17 22:30:00,82.88,74.51,74.00, , , 
2019-09-17 22:45:00,82.50,75.82,74.15, , , 
2019-09-17 23:00:00,82.57,75.88,74.24, , , 
2019-09-17 23:15:00,82.50,75.94,74.19, , , 
2019-09-17 23:30:00,82.42,76.87,74.48, , , 
2019-09-17 23:45:00,82.34,77.86,74.79, , , 
2019-09-18 00:00:00,82.42,78.18,74.99, , , 
2019-09-18 00:15:00,82.19,79.53,75.28, , , 
2019-09-18 00:30:00,82.03,80.51,75.49, , , 
2019-09-18 00:45:00,81.73,80.42,75.16, , , 
2019-09-18 01:00:00,81.57,80.05,74.87, , , 
2019-09-18 01:15:00,81.49,79.59,74.62, , , 
2019-09-18 01:30:00,81.26,78.61,74.03, , , 
2019-09-18 01:45:00,81.18,79.13,74.15, , , 
2019-09-18 02:00:00,81.26,78.09,73.83, , , 
2019-09-18 02:15:00,81.18,77.74,73.62, , , 
2019-09-18 02:30:00,81.11,79.53,74.23, , , 
2019-09-18 02:45:00,81.03,78.58,73.79, , , 
2019-09-18 03:00:00,80.88,78.98,73.79, , , 
2019-09-18 03:15:00,81.03,78.06,73.59, , , 
2019-09-18 03:30:00,80.95,79.44,74.04, , , 
2019-09-18 03:45:00,80.95,78.52,73.69, , , 
2019-09-18 04:00:00,80.88,79.04,73.82, , , 
2019-09-18 04:15:00,80.72,79.90,73.99, , , 
2019-09-18 04:30:00,80.64,78.55,73.41, , , 
2019-09-18 04:45:00,80.88,79.39,73.95, , , 
2019-09-18 05:00:00,80.95,79.85,74.19, , , 
2019-09-18 05:15:00,81.11,79.99,74.40, , , 
2019-09-18 05:30:00,81.11,78.61,73.88, , , 
2019-09-18 05:45:00,81.11,78.95,74.01, , , 
2019-09-18 06:00:00,80.95,79.10,73.91, , , 
2019-09-18 06:15:00,81.03,79.53,74.15, , , 
2019-09-18 06:30:00,81.34,78.12,73.92, , , 
2019-09-18 06:45:00,81.96,77.66,74.34, , , 
2019-09-18 07:00:00,82.88,75.88,74.54, , , 
2019-09-18 07:15:00,84.04,75.24,75.41, , , 
2019-09-18 07:30:00,85.82,72.36,75.94, , , 
2019-09-18 07:45:00,87.59,69.75,76.54, , , 
2019-09-18 08:00:00,88.21,69.87,77.18, , , 
2019-09-18 08:15:00,90.61,65.97,77.72, , , 
2019-09-18 08:30:00,92.77,63.66,78.68, , , 
2019-09-18 08:45:00,93.46,61.98,78.52, , , 
2019-09-18 09:00:00,96.17,57.85,78.95, , , 
2019-09-18 09:15:00,97.48,57.23,79.84, , , 
2019-09-18 09:30:00,99.10,53.94,79.54, , , 
2019-09-18 09:45:00,98.87,54.45,79.61, , , 
2019-09-18 10:00:00,100.34,51.96,79.53, , , 
2019-09-18 10:15:00,101.73,51.01,80.24, , , 
2019-09-18 10:30:00,102.88,48.45,79.72, , , 
2019-09-18 10:45:00,104.74,48.04,81.15, , , 
2019-09-18 11:00:00,104.66,46.37,79.99, , , 
2019-09-18 11:15:00,106.28,45.72,81.02, , , 
2019-09-18 11:30:00,105.90,45.95,80.83, , , 
2019-09-18 11:45:00,106.74,44.88,80.87, , , 
2019-09-18 12:00:00,103.27,47.14,79.23, , , 
2019-09-18 12:15:00,104.66,46.14,79.84, , , 
2019-09-18 12:30:00,103.27,47.88,79.71, , , 
2019-09-18 12:45:00,104.04,46.30,79.39, , , 
2019-09-18 13:00:00,102.42,48.36,79.24, , , 
2019-09-18 13:15:00,103.42,46.59,79.02, , , 
2019-09-18 13:30:00,103.19,46.53,78.77, , , 
2019-09-18 13:45:00,103.19,47.40,79.33, , , 
2019-09-18 14:00:00,101.73,46.98,77.73, , , 
2019-09-18 14:15:00,101.18,48.26,78.06, , , 
2019-09-18 14:30:00,103.50,47.43,79.63, , , 
2019-09-18 14:45:00,101.73,47.24,77.90, , , 
2019-09-18 15:00:00,99.18,49.51,77.00, , , 
2019-09-18 15:15:00,98.25,52.84,78.13, , , 
2019-09-18 15:30:00,96.55,53.22,76.78, , , 
2019-09-18 15:45:00,95.93,53.69,76.47, , , 
2019-09-18 16:00:00,95.32,54.70,76.46, , , 
2019-09-18 16:15:00,94.54,55.45,76.16, , , 
2019-09-18 16:30:00,93.23,58.13,76.36, , , 
2019-09-18 16:45:00,91.30,60.02,75.52, , , 
2019-09-18 17:00:00,89.45,63.12,75.29, , , 
2019-09-18 17:15:00,88.06,65.49,75.08, , , 
2019-09-18 17:30:00,87.36,67.15,75.17, , , 
2019-09-18 17:45:00,87.21,67.75,75.29, , , 
2019-09-18 18:00:00,86.05,69.18,74.82, , , 
2019-09-18 18:15:00,85.28,70.44,74.62, , , 
2019-09-18 18:30:00,84.89,71.77,74.81, , , 
2019-09-18 18:45:00,84.43,71.83,74.39, , , 
2019-09-18 19:00:00,84.12,73.19,74.65, , , 
2019-09-18 19:15:00,83.89,73.78,74.67, , , 
2019-09-18 19:30:00,83.66,74.25,74.64, , , 
2019-09-18 19:45:00,83.50,74.07,74.42, , , 
2019-09-18 20:00:00,83.19,74.07,74.12, , , 
2019-09-18 20:15:00,83.04,74.16,74.00, , , 
2019-09-18 20:30:00,82.81,74.57,73.95, , , 
2019-09-18 20:45:00,82.57,75.97,74.28, , , 
2019-09-18 21:00:00,82.42,75.42,73.91, , , 
2019-09-18 21:15:00,82.34,74.42,73.44, , , 
2019-09-18 21:30:00,82.34,73.95,73.25, , , 
2019-09-18 21:45:00,82.03,76.26,73.87, , , 
2019-09-18 22:00:00,81.96,75.88,73.65, , , 
2019-09-18 22:15:00,81.65,76.67,73.66, , , 
2019-09-18 22:30:00,81.73,77.63,74.10, , , 
2019-09-18 22:45:00,81.73,77.80,74.17, , , 
2019-09-18 23:00:00,81.49,77.77,73.93, , , 
2019-09-18 23:15:00,81.18,77.57,73.56, , , 
2019-09-18 23:30:00,81.03,77.71,73.46, , , 
2019-09-18 23:45:00,80.95,77.66,73.36, , , 
2019-09-19 00:00:00,80.88,78.58,73.64, , , 
2019-09-19 00:15:00,80.80,78.58,73.57, , , 
2019-09-19 00:30:00,80.95,79.99,74.25, , , 
2019-09-19 00:45:00,80.95,80.51,74.44, , , 
2019-09-19 01:00:00,80.88,80.02,74.18, , , 
2019-09-19 01:15:00,80.64,79.47,73.75, , , 
2019-09-19 01:30:00,80.49,79.47,73.60, , , 
2019-09-19 01:45:00,80.57,80.39,74.02, , , 
2019-09-19 02:00:00,80.49,80.45,73.97, , , 
2019-09-19 02:15:00,80.72,81.22,74.48, , , 
2019-09-19 02:30:00,80.64,81.39,74.47, , , 
2019-09-19 02:45:00,80.49,82.62,74.76, , , 
2019-09-19 03:00:00,80.49,81.36,74.31, , , 
2019-09-19 03:15:00,80.41,81.71,74.36, , , 
2019-09-19 03:30:00,80.49,82.59,74.75, , , 
2019-09-19 03:45:00,80.41,82.73,74.73, , , 
2019-09-19 04:00:00,80.34,82.70,74.64, , , 
2019-09-19 04:15:00,80.34,82.70,74.64, , , 
2019-09-19 04:30:00,80.26,82.70,74.57, , , 
2019-09-19 04:45:00,80.26,83.01,74.68, , , 
2019-09-19 05:00:00,80.10,83.16,74.58, , , 
2019-09-19 05:15:00,79.95,83.13,74.42, , , 
2019-09-19 05:30:00,80.10,83.47,74.69, , , 
2019-09-19 05:45:00,80.18,83.16,74.66, , , 
2019-09-19 06:00:00,80.03,83.49,74.63, , , 
2019-09-19 06:15:00,80.18,83.61,74.82, , , 
2019-09-19 06:30:00,80.72,83.07,75.15, , , 
2019-09-19 06:45:00,82.34,81.05,76.00, , , 
2019-09-19 07:00:00,84.04,79.47,77.06, , , 
2019-09-19 07:15:00,85.59,75.39,76.96, , , 
2019-09-19 07:30:00,85.35,75.68,76.85, , , 
2019-09-19 07:45:00,85.43,77.63,77.69, , , 
2019-09-19 08:00:00,86.36,75.42,77.71, , , 
2019-09-19 08:15:00,86.36,75.36,77.69, , , 
2019-09-19 08:30:00,91.07,67.00,78.63, , , 
2019-09-19 08:45:00,92.69,64.15,78.84, , , 
2019-09-19 09:00:00,95.78,60.42,79.92, , , 
2019-09-19 09:15:00,98.40,57.26,80.72, , , 
2019-09-19 09:30:00,97.63,56.67,79.69, , , 
2019-09-19 09:45:00,96.47,58.13,79.39, , , 
2019-09-19 10:00:00,97.86,55.67,79.36, , , 
2019-09-19 10:15:00,99.64,55.04,80.66, , , 
2019-09-19 10:30:00,101.96,52.37,81.26, , , 
2019-09-19 10:45:00,101.11,52.78,80.72, , , 
2019-09-19 11:00:00,100.10,53.22,80.05, , , 
2019-09-19 11:15:00,98.48,53.91,78.95, , , 
2019-09-19 11:30:00,98.56,54.16,79.16, , , 
2019-09-19 11:45:00,100.64,50.62,79.02, , , 
2019-09-19 12:00:00,102.03,49.45,79.57, , , 
2019-09-19 12:15:00,102.42,50.02,80.28, , , 
2019-09-19 12:30:00,99.72,52.43,79.24, , , 
2019-09-19 12:45:00,98.48,53.38,78.65, , , 
2019-09-19 13:00:00,98.25,54.38,79.00, , , 
2019-09-19 13:15:00,98.95,53.69,79.25, , , 
2019-09-19 13:30:00,96.71,56.14,78.54, , , 
2019-09-19 13:45:00,95.86,57.04,78.24, , , 
2019-09-19 14:00:00,94.78,58.50,78.00, , , 
2019-09-19 14:15:00,94.31,58.97,77.80, , , 
2019-09-19 14:30:00,93.15,58.13,76.29, , , 
2019-09-19 14:45:00,94.23,56.92,76.66, , , 
2019-09-19 15:00:00,95.86,55.54,77.43, , , 
2019-09-19 15:15:00,96.86,54.57,77.82, , , 
2019-09-19 15:30:00,94.62,56.73,76.92, , , 
2019-09-19 15:45:00,92.46,60.88,77.03, , , 
2019-09-19 16:00:00,91.61,62.57,77.06, , , 
2019-09-19 16:15:00,91.38,63.54,77.31, , , 
2019-09-19 16:30:00,91.07,62.02,76.29, , , 
2019-09-19 16:45:00,91.30,61.52,76.26, , , 
2019-09-19 17:00:00,90.37,62.44,75.84, , , 
2019-09-19 17:15:00,89.76,64.39,76.18, , , 
2019-09-19 17:30:00,89.14,64.58,75.68, , , 
2019-09-19 17:45:00,88.21,65.97,75.45, , , 
2019-09-19 18:00:00,86.82,69.27,75.59, , , 
2019-09-19 18:15:00,85.59,70.14,74.78, , , 
2019-09-19 18:30:00,84.66,71.45,74.45, , , 
2019-09-19 18:45:00,84.20,72.72,74.53, , , 
2019-09-19 19:00:00,84.12,74.57,75.21, , , 
2019-09-19 19:15:00,83.81,74.07,74.71, , , 
2019-09-19 19:30:00,83.66,75.01,74.94, , , 
2019-09-19 19:45:00,83.58,75.12,74.91, , , 
2019-09-19 20:00:00,83.58,75.01,74.87, , , 
2019-09-19 20:15:00,83.42,74.69,74.59, , , 
2019-09-19 20:30:00,83.27,74.98,74.56, , , 
2019-09-19 20:45:00,83.19,75.56,74.71, , , 
2019-09-19 21:00:00,82.96,75.07,74.29, , , 
2019-09-19 21:15:00,82.73,76.38,74.59, , , 
2019-09-19 21:30:00,82.65,76.38,74.51, , , 
2019-09-19 21:45:00,82.42,76.87,74.48, , , 
2019-09-19 22:00:00,82.34,77.39,74.61, , , 
2019-09-19 22:15:00,82.11,77.19,74.31, , , 
2019-09-19 22:30:00,81.96,77.25,74.18, , , 
2019-09-19 22:45:00,81.65,78.09,74.20, , , 
2019-09-19 23:00:00,81.42,78.70,74.21, , , 
2019-09-19 23:15:00,81.18,78.95,74.08, , , 
2019-09-19 23:30:00,80.88,78.98,73.79, , , 
2019-09-19 23:45:00,80.72,79.90,73.99, , , 
2019-09-20 00:00:00,80.64,80.73,74.22, , , 
2019-09-20 00:15:00,80.72,81.28,74.50, , , 
2019-09-20 00:30:00,80.80,80.88,74.43, , , 
2019-09-20 00:45:00,80.64,81.28,74.43, , , 
2019-09-20 01:00:00,80.57,80.73,74.15, , , 
2019-09-20 01:15:00,80.26,81.33,74.07, , , 
2019-09-20 01:30:00,80.03,80.85,73.66, , , 
2019-09-20 01:45:00,80.03,81.19,73.79, , , 
2019-09-20 02:00:00,80.03,81.59,73.94, , , 
2019-09-20 02:15:00,80.18,81.62,74.10, , , 
2019-09-20 02:30:00,80.49,82.16,74.60, , , 
2019-09-20 02:45:00,80.57,82.27,74.71, , , 
2019-09-20 03:00:00,80.80,82.33,74.96, , , 
2019-09-20 03:15:00,80.88,82.67,75.16, , , 
2019-09-20 03:30:00,80.72,83.10,75.16, , , 
2019-09-20 03:45:00,80.34,84.09,75.14, , , 
2019-09-20 04:00:00,80.18,83.58,74.81, , , 
2019-09-20 04:15:00,80.10,83.04,74.54, , , 
2019-09-20 04:30:00,80.26,83.04,74.69, , , 
2019-09-20 04:45:00,80.26,83.64,74.90, , , 
2019-09-20 05:00:00,80.03,83.92,74.78, , , 
2019-09-20 05:15:00,79.79,84.34,74.70, , , 
2019-09-20 05:30:00,79.56,84.77,74.63, , , 
2019-09-20 05:45:00,79.49,85.66,74.87, , , 
2019-09-20 06:00:00,79.41,86.23,74.99, , , 
2019-09-20 06:15:00,79.41,85.64,74.78, , , 
2019-09-20 06:30:00,79.87,88.43,76.20, , , 
2019-09-20 06:45:00,80.26,85.44,75.55, , , 
2019-09-20 07:00:00,80.95,85.05,76.09, , , 
2019-09-20 07:15:00,83.42,84.00,78.14, , , 
2019-09-20 07:30:00,86.20,79.70,79.25, , , 
2019-09-20 07:45:00,89.06,74.16,79.81, , , 
2019-09-20 08:00:00,91.92,69.72,80.66, , , 
2019-09-20 08:15:00,95.08,65.40,81.70, , , 
2019-09-20 08:30:00,98.10,60.33,82.04, , , 
2019-09-20 08:45:00,98.79,59.34,82.18, , , 
2019-09-20 09:00:00,98.10,58.04,80.85, , , 
2019-09-20 09:15:00,99.33,55.01,80.35, , , 
2019-09-20 09:30:00,98.33,56.23,80.10, , , 
2019-09-20 09:45:00,98.71,55.98,80.32, , , 
2019-09-20 10:00:00,99.49,56.08,81.09, , , 
2019-09-20 10:15:00,99.49,55.83,80.95, , , 
2019-09-20 10:30:00,100.03,56.61,81.88, , , 
2019-09-20 10:45:00,96.55,58.38,79.59, , , 
2019-09-20 11:00:00,96.40,60.17,80.37, , , 
2019-09-20 11:15:00,96.78,58.66,79.95, , , 
2019-09-20 11:30:00,98.10,58.01,80.83, , , 
2019-09-20 11:45:00,100.18,55.36,81.33, , , 
2019-09-20 12:00:00,101.57,53.88,81.78, , , 
2019-09-20 12:15:00,100.88,54.64,81.57, , , 
2019-09-20 12:30:00,101.96,52.37,81.26, , , 
2019-09-20 12:45:00,102.03,52.37,81.33, , , 
2019-09-20 13:00:00,100.95,53.82,81.18, , , 
2019-09-20 13:15:00,99.56,55.29,80.73, , , 
2019-09-20 13:30:00,99.10,55.51,80.42, , , 
2019-09-20 13:45:00,98.95,56.29,80.70, , , 
