Serial Number:20485855 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Host Connect","Button Down","EOF"
2019-09-06 06:45:00,26.60,83.92,23.68, , , 
2019-09-06 07:00:00,26.77,83.58,23.78, , , 
2019-09-06 07:15:00,27.15,82.67,23.98, , , 
2019-09-06 07:30:00,27.97,79.16,24.05, , , 
2019-09-06 07:45:00,28.74,76.90,24.31, , , 
2019-09-06 08:00:00,28.91,77.13,24.53, , , 
2019-09-06 08:15:00,30.59,75.85,25.87, , , 
2019-09-06 08:30:00,33.16,65.82,25.93, , , 
2019-09-06 08:45:00,34.66,62.57,26.49, , , 
2019-09-06 09:00:00,36.51,56.95,26.62, , , 
2019-09-06 09:15:00,37.62,54.79,26.99, , , 
2019-09-06 09:30:00,36.08,56.67,26.13, , , 
2019-09-06 09:45:00,36.08,57.14,26.27, , , 
2019-09-06 10:00:00,36.68,55.20,26.25, , , 
2019-09-06 10:15:00,36.51,56.20,26.39, , , 
2019-09-06 10:30:00,38.48,50.66,26.45, , , 
2019-09-06 10:45:00,40.15,48.74,27.32, , , 
2019-09-06 11:00:00,41.01,47.24,27.56, , , 
2019-09-06 11:15:00,40.02,47.46,26.75, , , 
2019-09-06 11:30:00,38.95,49.67,26.54, , , 
2019-09-06 11:45:00,39.55,48.39,26.65, , , 
2019-09-06 12:00:00,40.28,47.14,26.86, , , 
2019-09-06 12:15:00,37.62,51.13,25.82, , , 
2019-09-06 12:30:00,37.54,50.27,25.45, , , 
2019-09-06 12:45:00,36.25,54.35,25.59, , , 
2019-09-06 13:00:00,37.84,50.62,25.85, , , 
2019-09-06 13:15:00,38.05,49.06,25.51, , , 
2019-09-06 13:30:00,37.45,50.34,25.40, , , 
2019-09-06 13:45:00,37.36,50.59,25.40, , , 
2019-09-06 14:00:00,38.26,49.09,25.72, , , 
2019-09-06 14:15:00,39.12,46.21,25.48, , , 
2019-09-06 14:30:00,41.22,43.23,26.24, , , 
2019-09-06 14:45:00,38.99,47.27,25.74, , , 
2019-09-06 15:00:00,37.92,48.52,25.21, , , 
2019-09-06 15:15:00,38.18,49.09,25.64, , , 
2019-09-06 15:30:00,37.88,49.06,25.36, , , 
2019-09-06 15:45:00,36.63,51.01,24.87, , , 
2019-09-06 16:00:00,34.83,54.92,24.45, , , 
2019-09-06 16:15:00,34.10,57.11,24.43, , , 
2019-09-06 16:30:00,33.76,58.63,24.55, , , 
2019-09-06 16:45:00,33.93,58.38,24.64, , , 
2019-09-06 17:00:00,33.25,60.33,24.54, , , 
2019-09-06 17:15:00,32.30,62.93,24.36, , , 
2019-09-06 17:30:00,31.79,63.12,23.93, , , 
2019-09-06 17:45:00,31.53,63.54,23.80, , , 
2019-09-06 18:00:00,31.01,65.21,23.74, , , 
2019-09-06 18:15:00,30.41,67.63,23.78, , , 
2019-09-06 18:30:00,29.51,70.88,23.70, , , 
2019-09-06 18:45:00,29.04,72.83,23.70, , , 
2019-09-06 19:00:00,28.65,73.13,23.39, , , 
2019-09-06 19:15:00,28.31,74.63,23.40, , , 
2019-09-06 19:30:00,27.97,74.92,23.13, , , 
2019-09-06 19:45:00,27.67,75.33,22.93, , , 
2019-09-06 20:00:00,27.54,75.45,22.83, , , 
2019-09-06 20:15:00,27.37,75.21,22.62, , , 
2019-09-06 20:30:00,27.20,76.12,22.65, , , 
2019-09-06 20:45:00,27.02,76.15,22.49, , , 
2019-09-06 21:00:00,26.81,77.10,22.49, , , 
2019-09-06 21:15:00,26.68,77.48,22.44, , , 
2019-09-06 21:30:00,26.64,76.96,22.29, , , 
2019-09-06 21:45:00,26.81,76.58,22.38, , , 
2019-09-06 22:00:00,26.98,74.39,22.06, , , 
2019-09-06 22:15:00,26.85,76.06,22.30, , , 
2019-09-06 22:30:00,26.90,78.46,22.86, , , 
2019-09-06 22:45:00,26.90,79.79,23.14, , , 
2019-09-06 23:00:00,26.85,79.79,23.10, , , 
2019-09-06 23:15:00,26.85,80.42,23.23, , , 
2019-09-06 23:30:00,26.77,80.71,23.20, , , 
2019-09-06 23:45:00,26.64,80.68,23.07, , , 
2019-09-07 00:00:00,26.60,80.71,23.03, , , 
2019-09-07 00:15:00,26.60,81.22,23.14, , , 
2019-09-07 00:30:00,26.60,81.16,23.13, , , 
2019-09-07 00:45:00,26.51,81.56,23.13, , , 
2019-09-07 01:00:00,26.42,82.05,23.14, , , 
2019-09-07 01:15:00,26.30,82.13,23.03, , , 
2019-09-07 01:30:00,26.30,82.47,23.10, , , 
2019-09-07 01:45:00,26.25,82.56,23.08, , , 
2019-09-07 02:00:00,26.21,82.13,22.95, , , 
2019-09-07 02:15:00,26.21,81.22,22.76, , , 
2019-09-07 02:30:00,26.17,81.19,22.72, , , 
2019-09-07 02:45:00,26.04,82.08,22.77, , , 
2019-09-07 03:00:00,25.87,82.36,22.66, , , 
2019-09-07 03:15:00,25.87,82.05,22.60, , , 
2019-09-07 03:30:00,25.74,82.47,22.56, , , 
2019-09-07 03:45:00,25.65,83.27,22.63, , , 
2019-09-07 04:00:00,25.65,83.24,22.62, , , 
2019-09-07 04:15:00,25.65,82.90,22.56, , , 
2019-09-07 04:30:00,25.57,81.96,22.28, , , 
2019-09-07 04:45:00,25.52,82.42,22.33, , , 
2019-09-07 05:00:00,25.35,82.73,22.23, , , 
2019-09-07 05:15:00,25.31,82.70,22.18, , , 
2019-09-07 05:30:00,25.35,82.73,22.23, , , 
2019-09-07 05:45:00,25.31,81.79,22.00, , , 
2019-09-07 06:00:00,25.31,81.82,22.00, , , 
2019-09-07 06:15:00,25.48,81.05,22.02, , , 
2019-09-07 06:30:00,26.38,78.93,22.46, , , 
2019-09-07 06:45:00,27.37,78.15,23.25, , , 
2019-09-07 07:00:00,28.48,76.84,24.05, , , 
2019-09-07 07:15:00,29.34,72.86,23.99, , , 
2019-09-07 07:30:00,30.67,69.30,24.43, , , 
2019-09-07 07:45:00,31.87,66.57,24.90, , , 
2019-09-07 08:00:00,33.59,62.14,25.36, , , 
2019-09-07 08:15:00,34.66,60.30,25.86, , , 
2019-09-07 08:30:00,35.95,56.36,25.92, , , 
2019-09-07 08:45:00,37.02,54.16,26.24, , , 
2019-09-07 09:00:00,37.28,53.94,26.41, , , 
2019-09-07 09:15:00,37.41,53.69,26.45, , , 
2019-09-07 09:30:00,38.26,51.48,26.52, , , 
2019-09-07 09:45:00,38.26,51.48,26.52, , , 
2019-09-07 10:00:00,38.01,52.78,26.71, , , 
2019-09-07 10:15:00,38.39,52.56,27.00, , , 
2019-09-07 10:30:00,39.64,49.00,26.94, , , 
2019-09-07 10:45:00,40.07,47.72,26.88, , , 
2019-09-07 11:00:00,39.21,49.22,26.62, , , 
2019-09-07 11:15:00,36.29,54.57,25.69, , , 
2019-09-07 11:30:00,33.63,63.15,25.68, , , 
2019-09-07 11:45:00,34.19,60.97,25.61, , , 
2019-09-07 12:00:00,35.52,58.60,26.18, , , 
2019-09-07 12:15:00,39.77,50.37,27.53, , , 
2019-09-07 12:30:00,36.81,53.38,25.80, , , 
2019-09-07 12:45:00,39.17,49.67,26.74, , , 
2019-09-07 13:00:00,39.98,47.72,26.80, , , 
2019-09-07 13:15:00,39.72,47.62,26.53, , , 
2019-09-07 13:30:00,40.92,46.43,27.19, , , 
2019-09-07 13:45:00,41.10,45.43,26.97, , , 
2019-09-07 14:00:00,38.48,50.18,26.29, , , 
2019-09-07 14:15:00,35.86,55.29,25.52, , , 
2019-09-07 14:30:00,34.36,57.91,24.90, , , 
2019-09-07 14:45:00,33.12,61.06,24.63, , , 
2019-09-07 15:00:00,32.52,64.97,25.10, , , 
2019-09-07 15:15:00,30.80,68.74,24.42, , , 
2019-09-07 15:30:00,30.07,65.79,22.99, , , 
2019-09-07 15:45:00,31.19,67.21,24.41, , , 
2019-09-07 16:00:00,30.93,68.20,24.41, , , 
2019-09-07 16:15:00,31.74,66.81,24.84, , , 
2019-09-07 16:30:00,31.14,69.66,24.97, , , 
2019-09-07 16:45:00,29.94,69.45,23.77, , , 
2019-09-07 17:00:00,28.87,68.98,22.63, , , 
2019-09-07 17:15:00,28.18,71.56,22.58, , , 
2019-09-07 17:30:00,27.88,73.95,22.84, , , 
2019-09-07 17:45:00,27.67,76.23,23.13, , , 
2019-09-07 18:00:00,27.58,77.80,23.39, , , 
2019-09-07 18:15:00,27.37,78.49,23.32, , , 
2019-09-07 18:30:00,27.24,78.58,23.22, , , 
2019-09-07 18:45:00,26.94,79.04,23.02, , , 
2019-09-07 19:00:00,26.77,78.95,22.84, , , 
2019-09-07 19:15:00,26.72,78.55,22.71, , , 
2019-09-07 19:30:00,26.68,79.42,22.85, , , 
2019-09-07 19:45:00,26.60,80.71,23.03, , , 
2019-09-07 20:00:00,26.64,80.22,22.98, , , 
2019-09-07 20:15:00,26.47,78.90,22.53, , , 
2019-09-07 20:30:00,26.30,78.75,22.34, , , 
2019-09-07 20:45:00,26.25,78.32,22.20, , , 
2019-09-07 21:00:00,26.25,78.72,22.29, , , 
2019-09-07 21:15:00,26.17,80.22,22.52, , , 
2019-09-07 21:30:00,26.38,81.53,22.99, , , 
2019-09-07 21:45:00,26.30,81.56,22.92, , , 
2019-09-07 22:00:00,26.42,81.71,23.07, , , 
2019-09-07 22:15:00,26.47,82.16,23.20, , , 
2019-09-07 22:30:00,26.55,82.19,23.29, , , 
2019-09-07 22:45:00,26.60,82.22,23.34, , , 
2019-09-07 23:00:00,26.68,81.76,23.33, , , 
2019-09-07 23:15:00,26.64,83.01,23.54, , , 
2019-09-07 23:30:00,26.64,83.10,23.56, , , 
2019-09-07 23:45:00,26.68,83.13,23.61, , , 
2019-09-08 00:00:00,26.55,83.55,23.57, , , 
2019-09-08 00:15:00,26.51,84.00,23.61, , , 
2019-09-08 00:30:00,26.47,83.98,23.57, , , 
2019-09-08 00:45:00,26.38,83.98,23.48, , , 
2019-09-08 01:00:00,26.42,84.31,23.59, , , 
2019-09-08 01:15:00,26.47,83.98,23.57, , , 
2019-09-08 01:30:00,26.38,83.98,23.48, , , 
2019-09-08 01:45:00,26.30,84.31,23.47, , , 
2019-09-08 02:00:00,26.21,83.92,23.30, , , 
2019-09-08 02:15:00,25.99,83.75,23.06, , , 
2019-09-08 02:30:00,25.91,83.33,22.89, , , 
2019-09-08 02:45:00,25.91,83.41,22.91, , , 
2019-09-08 03:00:00,25.69,83.72,22.76, , , 
2019-09-08 03:15:00,25.61,84.23,22.78, , , 
2019-09-08 03:30:00,25.57,84.57,22.80, , , 
2019-09-08 03:45:00,25.57,85.02,22.89, , , 
2019-09-08 04:00:00,25.48,85.58,22.91, , , 
2019-09-08 04:15:00,25.44,85.55,22.87, , , 
2019-09-08 04:30:00,25.39,85.92,22.89, , , 
2019-09-08 04:45:00,25.39,85.47,22.81, , , 
2019-09-08 05:00:00,25.31,85.97,22.82, , , 
2019-09-08 05:15:00,25.31,85.10,22.65, , , 
2019-09-08 05:30:00,25.22,84.51,22.45, , , 
2019-09-08 05:45:00,25.14,85.05,22.47, , , 
2019-09-08 06:00:00,25.09,85.80,22.58, , , 
2019-09-08 06:15:00,25.18,85.52,22.61, , , 
2019-09-08 06:30:00,25.74,85.07,23.07, , , 
2019-09-08 06:45:00,26.81,83.04,23.72, , , 
2019-09-08 07:00:00,28.14,80.59,24.52, , , 
2019-09-08 07:15:00,29.47,77.54,25.16, , , 
2019-09-08 07:30:00,30.93,73.98,25.78, , , 
2019-09-08 07:45:00,32.56,67.99,25.91, , , 
2019-09-08 08:00:00,34.06,63.73,26.24, , , 
2019-09-08 08:15:00,35.52,61.19,26.92, , , 
2019-09-08 08:30:00,37.11,57.54,27.35, , , 
2019-09-08 08:45:00,38.52,52.53,27.10, , , 
2019-09-08 09:00:00,39.29,51.61,27.51, , , 
2019-09-08 09:15:00,40.58,49.32,27.91, , , 
2019-09-08 09:30:00,41.01,49.64,28.41, , , 
2019-09-08 09:45:00,40.24,49.60,27.70, , , 
2019-09-08 10:00:00,40.11,49.06,27.39, , , 
2019-09-08 10:15:00,40.19,47.94,27.07, , , 
2019-09-08 10:30:00,40.92,47.24,27.48, , , 
2019-09-08 10:45:00,41.05,46.79,27.43, , , 
2019-09-08 11:00:00,41.65,44.10,26.97, , , 
2019-09-08 11:15:00,42.08,44.95,27.68, , , 
2019-09-08 11:30:00,41.18,45.92,27.23, , , 
2019-09-08 11:45:00,40.32,47.24,26.94, , , 
2019-09-08 12:00:00,41.10,46.43,27.34, , , 
2019-09-08 12:15:00,41.35,46.01,27.42, , , 
2019-09-08 12:30:00,41.61,45.69,27.53, , , 
2019-09-08 12:45:00,41.40,44.30,26.81, , , 
2019-09-08 13:00:00,41.10,45.43,26.97, , , 
2019-09-08 13:15:00,41.78,44.36,27.18, , , 
2019-09-08 13:30:00,41.57,44.66,27.10, , , 
2019-09-08 13:45:00,41.83,43.88,27.03, , , 
2019-09-08 14:00:00,41.74,44.04,27.02, , , 
2019-09-08 14:15:00,40.54,44.01,25.93, , , 
2019-09-08 14:30:00,40.50,44.56,26.10, , , 
2019-09-08 14:45:00,40.54,43.42,25.70, , , 
2019-09-08 15:00:00,40.67,44.30,26.16, , , 
2019-09-08 15:15:00,40.07,44.49,25.69, , , 
2019-09-08 15:30:00,39.64,45.72,25.76, , , 
2019-09-08 15:45:00,40.24,44.53,25.86, , , 
2019-09-08 16:00:00,40.62,44.30,26.12, , , 
2019-09-08 16:15:00,40.11,44.98,25.91, , , 
2019-09-08 16:30:00,39.59,44.98,25.45, , , 
2019-09-08 16:45:00,38.09,47.75,25.10, , , 
2019-09-08 17:00:00,36.59,51.01,24.83, , , 
2019-09-08 17:15:00,34.45,55.14,24.16, , , 
2019-09-08 17:30:00,32.86,58.44,23.65, , , 
2019-09-08 17:45:00,31.96,62.14,23.83, , , 
2019-09-08 18:00:00,31.10,64.49,23.64, , , 
2019-09-08 18:15:00,30.41,66.33,23.45, , , 
2019-09-08 18:30:00,30.07,67.75,23.48, , , 
2019-09-08 18:45:00,29.77,68.95,23.48, , , 
2019-09-08 19:00:00,29.56,69.51,23.41, , , 
2019-09-08 19:15:00,29.56,69.90,23.51, , , 
2019-09-08 19:30:00,29.34,70.44,23.43, , , 
2019-09-08 19:45:00,29.04,71.71,23.44, , , 
2019-09-08 20:00:00,28.65,72.63,23.28, , , 
2019-09-08 20:15:00,28.31,73.54,23.16, , , 
2019-09-08 20:30:00,28.18,74.04,23.14, , , 
2019-09-08 20:45:00,28.05,75.01,23.24, , , 
2019-09-08 21:00:00,27.97,74.86,23.12, , , 
2019-09-08 21:15:00,27.84,75.85,23.21, , , 
2019-09-08 21:30:00,27.67,76.29,23.14, , , 
2019-09-08 21:45:00,27.63,75.80,22.99, , , 
2019-09-08 22:00:00,27.63,76.81,23.22, , , 
2019-09-08 22:15:00,27.63,76.81,23.22, , , 
2019-09-08 22:30:00,27.54,77.25,23.23, , , 
2019-09-08 22:45:00,27.50,77.66,23.27, , , 
2019-09-08 23:00:00,27.45,77.77,23.25, , , 
2019-09-08 23:15:00,27.50,77.60,23.26, , , 
2019-09-08 23:30:00,27.45,78.23,23.35, , , 
2019-09-08 23:45:00,27.45,78.58,23.43, , , 
2019-09-09 00:00:00,27.41,79.04,23.48, , , 
2019-09-09 00:15:00,27.45,79.44,23.61, , , 
2019-09-09 00:30:00,27.41,79.10,23.49, , , 
2019-09-09 00:45:00,27.32,79.42,23.48, , , 
2019-09-09 01:00:00,27.28,79.47,23.45, , , 
2019-09-09 01:15:00,27.15,79.90,23.41, , , 
2019-09-09 01:30:00,27.11,80.36,23.46, , , 
2019-09-09 01:45:00,27.11,80.48,23.49, , , 
2019-09-09 02:00:00,27.11,80.48,23.49, , , 
2019-09-09 02:15:00,26.98,80.79,23.43, , , 
2019-09-09 02:30:00,26.81,80.36,23.17, , , 
2019-09-09 02:45:00,26.72,80.79,23.18, , , 
2019-09-09 03:00:00,26.64,80.79,23.09, , , 
2019-09-09 03:15:00,26.60,80.82,23.06, , , 
2019-09-09 03:30:00,26.47,81.19,23.01, , , 
2019-09-09 03:45:00,26.38,82.05,23.10, , , 
2019-09-09 04:00:00,26.34,82.50,23.15, , , 
2019-09-09 04:15:00,26.34,83.52,23.35, , , 
2019-09-09 04:30:00,26.21,83.83,23.29, , , 
2019-09-09 04:45:00,26.17,83.95,23.27, , , 
2019-09-09 05:00:00,26.08,83.92,23.18, , , 
2019-09-09 05:15:00,26.04,83.47,23.05, , , 
2019-09-09 05:30:00,25.99,82.87,22.89, , , 
2019-09-09 05:45:00,25.95,82.84,22.84, , , 
2019-09-09 06:00:00,25.99,83.75,23.06, , , 
2019-09-09 06:15:00,26.08,83.89,23.17, , , 
2019-09-09 06:30:00,26.64,82.67,23.48, , , 
2019-09-09 06:45:00,27.41,81.88,24.07, , , 
2019-09-09 07:00:00,28.57,79.33,24.67, , , 
2019-09-09 07:15:00,29.98,75.27,25.16, , , 
2019-09-09 07:30:00,31.36,72.72,25.90, , , 
2019-09-09 07:45:00,32.30,68.50,25.79, , , 
2019-09-09 08:00:00,33.46,66.36,26.35, , , 
2019-09-09 08:15:00,34.40,63.51,26.50, , , 
2019-09-09 08:30:00,35.86,59.46,26.75, , , 
2019-09-09 08:45:00,36.68,56.20,26.55, , , 
2019-09-09 09:00:00,37.58,55.54,27.19, , , 
2019-09-09 09:15:00,36.89,55.98,26.68, , , 
2019-09-09 09:30:00,36.29,57.94,26.71, , , 
2019-09-09 09:45:00,37.32,53.69,26.37, , , 
2019-09-09 10:00:00,38.74,49.16,26.17, , , 
2019-09-09 10:15:00,38.01,52.24,26.54, , , 
2019-09-09 10:30:00,38.26,50.94,26.35, , , 
2019-09-09 10:45:00,40.32,47.24,26.94, , , 
2019-09-09 11:00:00,41.35,46.46,27.59, , , 
2019-09-09 11:15:00,41.83,44.62,27.32, , , 
2019-09-09 11:30:00,40.97,46.24,27.16, , , 
2019-09-09 11:45:00,40.88,47.30,27.47, , , 
2019-09-09 12:00:00,40.54,45.11,26.35, , , 
2019-09-09 12:15:00,42.13,44.14,27.40, , , 
2019-09-09 12:30:00,42.60,43.94,27.75, , , 
2019-09-09 12:45:00,43.11,42.67,27.71, , , 
2019-09-09 13:00:00,43.80,40.16,27.28, , , 
2019-09-09 13:15:00,41.78,43.78,26.96, , , 
2019-09-09 13:30:00,41.22,43.78,26.46, , , 
2019-09-09 13:45:00,38.52,47.75,25.48, , , 
2019-09-09 14:00:00,37.28,50.81,25.40, , , 
2019-09-09 14:15:00,37.79,50.56,25.79, , , 
2019-09-09 14:30:00,39.04,48.61,26.26, , , 
2019-09-09 14:45:00,38.78,48.36,25.93, , , 
2019-09-09 15:00:00,38.65,48.36,25.82, , , 
2019-09-09 15:15:00,38.14,48.74,25.48, , , 
2019-09-09 15:30:00,37.32,50.78,25.43, , , 
2019-09-09 15:45:00,35.18,56.01,25.10, , , 
2019-09-09 16:00:00,33.72,59.37,24.72, , , 
2019-09-09 16:15:00,33.55,59.86,24.70, , , 
2019-09-09 16:30:00,33.29,60.57,24.65, , , 
2019-09-09 16:45:00,32.94,61.28,24.52, , , 
2019-09-09 17:00:00,32.73,62.50,24.65, , , 
2019-09-09 17:15:00,32.09,65.64,24.87, , , 
2019-09-09 17:30:00,31.61,66.54,24.65, , , 
2019-09-09 17:45:00,31.14,68.23,24.62, , , 
2019-09-09 18:00:00,30.67,70.14,24.63, , , 
2019-09-09 18:15:00,29.98,71.59,24.32, , , 
2019-09-09 18:30:00,29.47,72.95,24.14, , , 
2019-09-09 18:45:00,29.26,72.89,23.92, , , 
2019-09-09 19:00:00,29.04,73.81,23.92, , , 
2019-09-09 19:15:00,28.83,74.28,23.82, , , 
2019-09-09 19:30:00,28.83,74.69,23.91, , , 
2019-09-09 19:45:00,28.87,75.04,24.03, , , 
2019-09-09 20:00:00,28.91,74.54,23.96, , , 
2019-09-09 20:15:00,29.00,75.12,24.17, , , 
2019-09-09 20:30:00,29.04,75.12,24.21, , , 
2019-09-09 20:45:00,29.04,75.18,24.23, , , 
2019-09-09 21:00:00,29.04,73.72,23.90, , , 
2019-09-09 21:15:00,28.83,74.63,23.90, , , 
2019-09-09 21:30:00,28.83,75.50,24.09, , , 
2019-09-09 21:45:00,28.78,75.50,24.05, , , 
2019-09-09 22:00:00,28.70,76.09,24.09, , , 
2019-09-09 22:15:00,28.61,76.12,24.02, , , 
2019-09-09 22:30:00,28.61,76.58,24.12, , , 
2019-09-09 22:45:00,28.57,76.41,24.04, , , 
2019-09-09 23:00:00,28.57,76.99,24.17, , , 
2019-09-09 23:15:00,28.53,76.93,24.11, , , 
2019-09-09 23:30:00,28.44,75.56,23.73, , , 
2019-09-09 23:45:00,28.40,75.91,23.77, , , 
2019-09-10 00:00:00,28.27,76.52,23.78, , , 
2019-09-10 00:15:00,28.23,77.74,24.00, , , 
2019-09-10 00:30:00,28.18,77.39,23.88, , , 
2019-09-10 00:45:00,28.14,77.77,23.92, , , 
2019-09-10 01:00:00,28.14,78.72,24.12, , , 
2019-09-10 01:15:00,27.97,78.26,23.86, , , 
2019-09-10 01:30:00,28.14,78.32,24.04, , , 
2019-09-10 01:45:00,28.10,78.35,24.00, , , 
2019-09-10 02:00:00,28.14,79.30,24.24, , , 
2019-09-10 02:15:00,28.01,78.81,24.02, , , 
2019-09-10 02:30:00,27.93,77.74,23.71, , , 
2019-09-10 02:45:00,27.88,76.38,23.37, , , 
2019-09-10 03:00:00,27.80,77.19,23.46, , , 
2019-09-10 03:15:00,27.63,78.15,23.50, , , 
2019-09-10 03:30:00,27.58,78.55,23.54, , , 
2019-09-10 03:45:00,27.37,78.95,23.42, , , 
2019-09-10 04:00:00,27.20,79.85,23.44, , , 
2019-09-10 04:15:00,27.28,79.99,23.55, , , 
2019-09-10 04:30:00,27.11,80.76,23.55, , , 
2019-09-10 04:45:00,27.15,81.42,23.72, , , 
2019-09-10 05:00:00,27.28,80.51,23.66, , , 
2019-09-10 05:15:00,27.20,80.33,23.54, , , 
2019-09-10 05:30:00,27.07,80.82,23.52, , , 
2019-09-10 05:45:00,26.94,83.16,23.87, , , 
2019-09-10 06:00:00,26.90,83.52,23.90, , , 
2019-09-10 06:15:00,26.98,84.09,24.09, , , 
2019-09-10 06:30:00,27.41,83.18,24.33, , , 
2019-09-10 06:45:00,27.97,81.13,24.46, , , 
2019-09-10 07:00:00,28.57,78.93,24.58, , , 
2019-09-10 07:15:00,29.56,75.36,24.76, , , 
2019-09-10 07:30:00,31.14,70.26,25.11, , , 
2019-09-10 07:45:00,31.57,69.87,25.43, , , 
2019-09-10 08:00:00,31.96,69.33,25.67, , , 
2019-09-10 08:15:00,34.06,62.72,25.97, , , 
2019-09-10 08:30:00,34.96,60.33,26.15, , , 
2019-09-10 08:45:00,35.30,58.81,26.04, , , 
2019-09-10 09:00:00,35.43,59.65,26.40, , , 
2019-09-10 09:15:00,35.09,59.09,25.92, , , 
2019-09-10 09:30:00,36.38,56.92,26.49, , , 
2019-09-10 09:45:00,37.88,54.04,27.00, , , 
2019-09-10 10:00:00,38.61,53.06,27.36, , , 
2019-09-10 10:15:00,40.15,49.00,27.41, , , 
2019-09-10 10:30:00,41.01,46.24,27.19, , , 
2019-09-10 10:45:00,40.97,46.50,27.25, , , 
2019-09-10 11:00:00,42.34,44.14,27.60, , , 
2019-09-10 11:15:00,42.25,43.94,27.44, , , 
2019-09-10 11:30:00,41.57,44.40,27.00, , , 
2019-09-10 11:45:00,41.31,45.66,27.25, , , 
2019-09-10 12:00:00,40.75,46.66,27.12, , , 
2019-09-10 12:15:00,41.05,45.14,26.82, , , 
2019-09-10 12:30:00,41.78,43.78,26.96, , , 
2019-09-10 12:45:00,41.27,45.11,27.00, , , 
2019-09-10 13:00:00,41.18,45.37,27.02, , , 
2019-09-10 13:15:00,39.21,48.17,26.26, , , 
2019-09-10 13:30:00,38.95,49.67,26.54, , , 
2019-09-10 13:45:00,39.38,46.79,25.92, , , 
2019-09-10 14:00:00,39.98,46.59,26.39, , , 
2019-09-10 14:15:00,38.91,49.70,26.52, , , 
2019-09-10 14:30:00,38.09,50.40,26.01, , , 
2019-09-10 14:45:00,37.41,51.29,25.67, , , 
2019-09-10 15:00:00,37.02,49.41,24.69, , , 
2019-09-10 15:15:00,37.02,50.46,25.05, , , 
2019-09-10 15:30:00,35.86,55.83,25.68, , , 
2019-09-10 15:45:00,35.69,54.23,25.03, , , 
2019-09-10 16:00:00,35.39,54.45,24.82, , , 
2019-09-10 16:15:00,33.85,58.63,24.63, , , 
2019-09-10 16:30:00,32.64,62.47,24.57, , , 
2019-09-10 16:45:00,32.13,63.91,24.46, , , 
2019-09-10 17:00:00,31.49,64.55,24.02, , , 
2019-09-10 17:15:00,30.93,64.94,23.59, , , 
2019-09-10 17:30:00,30.46,66.60,23.56, , , 
2019-09-10 17:45:00,30.24,68.56,23.84, , , 
2019-09-10 18:00:00,29.94,69.15,23.70, , , 
2019-09-10 18:15:00,29.68,69.48,23.53, , , 
2019-09-10 18:30:00,29.43,70.44,23.51, , , 
2019-09-10 18:45:00,29.17,72.42,23.73, , , 
2019-09-10 19:00:00,29.04,73.28,23.80, , , 
2019-09-10 19:15:00,28.95,73.16,23.69, , , 
2019-09-10 19:30:00,28.87,74.16,23.83, , , 
2019-09-10 19:45:00,28.91,75.59,24.19, , , 
2019-09-10 20:00:00,28.74,77.08,24.35, , , 
2019-09-10 20:15:00,28.65,75.53,23.93, , , 
2019-09-10 20:30:00,28.48,74.57,23.55, , , 
2019-09-10 20:45:00,28.40,75.91,23.77, , , 
2019-09-10 21:00:00,28.40,77.37,24.08, , , 
2019-09-10 21:15:00,28.44,77.97,24.25, , , 
2019-09-10 21:30:00,28.40,78.78,24.39, , , 
2019-09-10 21:45:00,28.31,78.35,24.21, , , 
2019-09-10 22:00:00,28.27,77.39,23.96, , , 
2019-09-10 22:15:00,28.40,78.44,24.31, , , 
2019-09-10 22:30:00,28.44,78.84,24.44, , , 
2019-09-10 22:45:00,28.48,78.72,24.46, , , 
2019-09-10 23:00:00,28.48,77.97,24.30, , , 
2019-09-10 23:15:00,28.35,78.29,24.24, , , 
2019-09-10 23:30:00,28.31,77.83,24.10, , , 
2019-09-10 23:45:00,28.23,77.86,24.02, , , 
2019-09-11 00:00:00,28.23,77.92,24.03, , , 
2019-09-11 00:15:00,28.23,77.34,23.91, , , 
2019-09-11 00:30:00,28.14,78.20,24.01, , , 
2019-09-11 00:45:00,27.97,79.10,24.04, , , 
2019-09-11 01:00:00,27.84,76.73,23.40, , , 
2019-09-11 01:15:00,27.80,78.23,23.69, , , 
2019-09-11 01:30:00,27.80,79.59,23.97, , , 
2019-09-11 01:45:00,27.75,78.64,23.73, , , 
2019-09-11 02:00:00,27.71,78.70,23.70, , , 
2019-09-11 02:15:00,27.67,79.16,23.76, , , 
2019-09-11 02:30:00,27.67,79.62,23.85, , , 
2019-09-11 02:45:00,27.67,80.02,23.94, , , 
2019-09-11 03:00:00,27.54,81.02,24.02, , , 
2019-09-11 03:15:00,27.41,80.99,23.89, , , 
2019-09-11 03:30:00,27.32,84.17,24.45, , , 
2019-09-11 03:45:00,27.11,84.60,24.32, , , 
2019-09-11 04:00:00,27.07,85.05,24.37, , , 
2019-09-11 04:15:00,26.98,85.33,24.34, , , 
2019-09-11 04:30:00,26.90,85.80,24.35, , , 
2019-09-11 04:45:00,26.77,85.89,24.24, , , 
2019-09-11 05:00:00,26.81,85.41,24.19, , , 
2019-09-11 05:15:00,26.94,85.47,24.32, , , 
2019-09-11 05:30:00,26.90,85.02,24.19, , , 
2019-09-11 05:45:00,26.72,84.93,24.01, , , 
2019-09-11 06:00:00,26.68,84.40,23.86, , , 
2019-09-11 06:15:00,26.85,84.43,24.04, , , 
2019-09-11 06:30:00,27.37,83.72,24.40, , , 
